Station Name,Address,Latitude,Longitude,Connector Type,Quantity,Type,Unnamed: 7,street_name,zip_code
undefined,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,29,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
undefined,701 Parnassusweg 1077 DG,52.34039,4.868951,TYPE 2,29,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1077 DG
Ecotap/NL*LMS*P4128,5 Bornhout 1046 PP,52.39689,4.792018,TYPE 2,29,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bornhout,1046 PP
AEB Amsterdam - Hoofdkantoor,21 Australiėhavenweg 1045 BA,52.40128,4.794425,TYPE 2,28,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Australiėhavenweg,1045 BA
Van Leeuwen/89274189,10 Hanedastraat 1043 DH,52.39102,4.83708,TYPE 2,27,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hanedastraat,1043 DH
Threeforce B.V. (CPO) Hanedastraat 2,10 Hanedastraat 1043 DH,52.39102,4.83708,TYPE 2,27,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hanedastraat,1043 DH
Bouwinvest Dutch Institutional Office Fund,300 Parnassusweg 1081 LC,52.33754,4.868344,TYPE 2,27,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1081 LC
bp pulse/f74bdd68-4603-4f1a-b6c0-0c65fc2636b7,18 Oude Haagseweg 1066 BW,52.33746,4.818158,CCS2,18,fast charging points,,Oude Haagseweg,1066 BW
bp pulse charging hub Oude Haagseweg #01,18 Oude Haagseweg 1066 BW,52.33746,4.818158,CCS2,18,fast charging points,,Oude Haagseweg,1066 BW
undefined,136 Narva-eiland 1014 ZJ,52.39314,4.881639,TYPE 2,26,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Narva-eiland,1014 ZJ
undefined,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,26,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
50five Exploitatie/90181750,6 Amstelplein 1097 DZ,52.34469,4.917564,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelplein,1097 DZ
Mondriaan Property 8 B.V. - mondriaantoren,6 Amstelplein 1097 DZ,52.34469,4.917564,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelplein,1097 DZ
CCS002286,111 Johan Huizingalaan 1066 VH,52.34156,4.827491,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Johan Huizingalaan,1066 VH
"AHP - Amsterdam, David Ricardostraat 1",111 Johan Huizingalaan 1066 VH,52.34156,4.827491,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Johan Huizingalaan,1066 VH
JLZ-A0541,75A1 Klaprozenweg 1033 NN,52.40576,4.892141,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Klaprozenweg,1033 NN
Kroonenberg Amsterdam Klaprozenweg 75,75A1 Klaprozenweg 1033 NN,52.40576,4.892141,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Klaprozenweg,1033 NN
Spaklerweg 20,20 Amstelstroomlaan 1096 GG,52.33613,4.916567,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelstroomlaan,1096 GG
Allego/NLALLEGO000792,20 Amstelstroomlaan 1096 GG,52.33613,4.916567,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelstroomlaan,1096 GG
Equity Estate - Quarter Plaza,74 Transformatorweg 1014 AK,52.3927,4.847717,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Transformatorweg,1014 AK
Equity Estate - Quarter Plaza,74 Transformatorweg 1014 AK,52.3927,4.847717,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Transformatorweg,1014 AK
Duivendrechtsekade 80B,80B Duivendrechtsekade 1096 AH,52.33788,4.933904,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Duivendrechtsekade,1096 AH
Charge point Eneco,700 Bijlmerplein 1102 MA,52.31415,4.954795,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bijlmerplein,1102 MA
50five Exploitatie/60732720,12 Haaksbergweg 1101 BX,52.3104,4.94354,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Haaksbergweg,1101 BX
NL_GFX_A0032,1 Olympisch Stadion 1076 DE,52.34341,4.855287,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Olympisch Stadion,1076 DE
Greenflux/F1C49B36-2FAF-44F7-ACC0-09DFC3DF7A3C,2A Linnaeusstraat 1092 CK,52.36271,4.922652,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Linnaeusstraat,1092 CK
Nauta Dutilh,1 George Gershwinlaan 1082 LC,52.33594,4.877218,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,George Gershwinlaan,1082 LC
Nauta Dutilh,1 George Gershwinlaan 1082 LC,52.33594,4.877218,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,George Gershwinlaan,1082 LC
Van Leeuwen/89301071,76 Nes 1012 KE,52.37098,4.893398,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Nes,1012 KE
Nes 76,76 Nes 1012 KE,52.37098,4.893398,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Nes,1012 KE
Nissan Motor Parts Center B.V,Hornweg 1044,52.405,4.803834,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hornweg,1044
Maxem/89602113,34e Tt. Vasumweg 1033 SC,52.404,4.894213,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tt. Vasumweg,1033 SC
"Middenweg 1, Kapelle",1 Middenweg 1098 AA,52.35508,4.928722,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Middenweg,1098 AA
Bouwinvest Real Estate Investors B.V.,34e Tt. Vasumweg 1033 SC,52.404,4.894213,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tt. Vasumweg,1033 SC
P21 AMS lader,55 Rokin 1012 KK,52.37162,4.893309,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rokin,1012 KK
undefined,7 Korte Ouderkerkerdijk 1096 GB,52.33992,4.91718,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Korte Ouderkerkerdijk,1096 GB
P21 AMS,21 Piet Heinkade 1019 BR,52.3778,4.914874,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Piet Heinkade,1019 BR
Charge point GreenFlux,1 Olympisch Stadion 1076 DE,52.34341,4.855287,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Olympisch Stadion,1076 DE
Ecotap/NL*LMS*P3075,3001 Strawinskylaan 1077 ZX,52.33986,4.869746,TYPE 2,19,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Strawinskylaan,1077 ZX
We Drive Solar/90155362,34 Gelrestraat 1079 MZ,52.33747,4.893018,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Gelrestraat,1079 MZ
Crossover,34 Gelrestraat 1079 MZ,52.33747,4.893018,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Gelrestraat,1079 MZ
P21 AMS P10,1 Herikerbergweg 1101 CN,52.30747,4.943437,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Herikerbergweg,1101 CN
undefined,1 Joseph Schumpeterstraat 1066 BX,52.33975,4.820444,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Joseph Schumpeterstraat,1066 BX
undefined,170 Antonio Vivaldistraat 1083 HP,52.33758,4.884643,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Antonio Vivaldistraat,1083 HP
bp pulse/dde557a0-325e-418e-8348-d7b162f4837c,14f Nieuwe Hemweg 1013 BG,52.39333,4.864572,CCS2,12,fast charging points,,Nieuwe Hemweg,1013 BG
bp pulse charging hub Nieuwe Hemweg #01,14f Nieuwe Hemweg 1013 BG,52.39333,4.864572,CCS2,12,fast charging points,,Nieuwe Hemweg,1013 BG
Antonio Vivaldistraat 150,6 Domenico Scarlattilaan 1083 HN,52.33704,4.886199,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Domenico Scarlattilaan,1083 HN
Joseph Schumpeterstraat 1,Joseph Schumpeterstraat 1066 JR,52.34009,4.820778,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Schumpeterstraat,1066 JR
Greenflux/3CC74BDB-47D5-4705-86F7-8127BA52F30E,72 Geervliet 1082 NV,52.32993,4.87991,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Geervliet,1082 NV
Joseph Schumpeterstraat 1,1 Joseph Schumpeterstraat 1066 BX,52.33975,4.820444,TYPE 2,17,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Joseph Schumpeterstraat,1066 BX
undefined,3 Maltaweg 1044 AH,52.40664,4.807053,TYPE 2,17,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maltaweg,1044 AH
Narva-eiland,136 Narva-eiland 1014 ZJ,52.39314,4.881639,TYPE 2,17,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Narva-eiland,1014 ZJ
Stichting BovenIJ bezoekerslocatie,1A Statenjachtstraat 1034 CS,52.40496,4.920924,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Statenjachtstraat,1034 CS
Stichting BovenIJ bezoekerslocatie,1A Statenjachtstraat 1034 CS,52.40496,4.920924,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Statenjachtstraat,1034 CS
P21 AMS - Dome garage,90 De Passage 1101 AX,52.31437,4.938806,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,De Passage,1101 AX
NLCON00002707,273 Ookmeerweg 1067 SP,52.36038,4.780616,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ookmeerweg,1067 SP
DEME Environmental Nederland BV,4 Disketteweg 1033 NW,52.41244,4.873719,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Disketteweg,1033 NW
Hoogoorddreef  3,3 Hoogoorddreef 1101 BA,52.30999,4.94692,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hoogoorddreef,1101 BA
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
Parnassusweg  280,701 Parnassusweg 1077 DG,52.34039,4.868951,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1077 DG
Meester Treublaan 7,7 Mr.Treublaan 1097 DP,52.34812,4.915125,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Mr.Treublaan,1097 DP
undefined,Mr.Treublaan 1097 LP,52.34784,4.915813,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1097 LP
Maxem/89056101,2 Driedistelstraat 1031 HH,52.39282,4.905645,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Driedistelstraat,1031 HH
Revolt B.v.,8a Danzigerkade 1013 AP,52.39755,4.877608,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Danzigerkade,1013 AP
P21 AMS,9 De Corridor 1101 BC,52.31171,4.944759,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,De Corridor,1101 BC
Koopmans International,74c Distelweg 1031 HH,52.39277,4.905728,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Distelweg,1031 HH
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
Parnassusweg  280,287 Parnassusweg 1081 LC,52.33965,4.86781,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1081 LC
Meester Treublaan 7,Mr.Treublaan 1097 LP,52.34784,4.915813,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1097 LP
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
50five Exploitatie/1408,24 Kraanspoor 1033 ES,52.40491,4.887744,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kraanspoor,1033 ES
"Amsterdam, Netherlands",122 Burgemeester Stramanweg 1101 EN,52.3109,4.936843,Tesla Supercharger,16,fast charging points,,Burgemeester Stramanweg,1101 EN
Aroundtown,762K Amstelveenseweg 1081 JK,52.33117,4.857105,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelveenseweg,1081 JK
Dutch Charge/89459785,1744 Buikslotermeerplein 1025 XL,52.40103,4.932039,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Buikslotermeerplein,1025 XL
VvE Buikslotermeerplein Z Kavel Parkeren,1690 Buikslotermeerplein 1025 XL,52.40069,4.932722,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Buikslotermeerplein,1025 XL
Beethovenplein 10,8 Beethovenplein 1077 JD,52.34076,4.877546,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Beethovenplein,1077 JD
Ecotap/NL*LMS*P4181,38 Deccaweg 1042 AT,52.40216,4.841823,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Deccaweg,1042 AT
NLCON00002711,276-279 Ookmeerweg 1067 SP,52.35977,4.778831,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ookmeerweg,1067 SP
P4 Villa Arena,80 Johan Cruijff Boulevard 1101 DJ,52.31239,4.937994,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Johan Cruijff Boulevard,1101 DJ
Ecotap/89356328,Holterbergweg 1101,52.31101,4.937447,CCS2,14,fast charging points,,Holterbergweg ,1101
Last Mile Solutions/56270788,52 Reguliersdwarsstraat 1017 BM,52.36618,4.891844,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Reguliersdwarsstraat,1017 BM
NLCON00002057,15 tt. Melissaweg 1033 SP,52.40756,4.883582,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,tt. Melissaweg,1033 SP
AC Amsterdam abcouderstraatweg,Weg zonder naam 1105 AA,52.28321,4.96465,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,zonder naam,1105 AA
Office Arendsnest,19 Pedro de Medinalaan 1086 XP,52.36301,4.977063,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Pedro de Medinalaan,1086 XP
Ruysdaelkade 100,95C Ruysdaelkade 1072 AM,52.35561,4.887088,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
Gustav Mahlerlaan 395,245 Gustav Mahlerlaan 1082 MS,52.33653,4.875451,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Gustav Mahlerlaan,1082 MS
Ruysdaelkade 100,99I Ruysdaelkade 1072 AM,52.35553,4.887103,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
undefined,99I Ruysdaelkade 1072 AM,52.35553,4.887103,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
undefined,95C Ruysdaelkade 1072 AM,52.35561,4.887088,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
undefined,13 Haarlerbergweg 1101 CH,52.304,4.952632,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Haarlerbergweg,1101 CH
undefined,430 Cornelis Lelyplein 1062 HK,52.35678,4.835424,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Cornelis Lelyplein,1062 HK
Parkeergarage Gelderlandplein P1,72 Geervliet 1082 NV,52.32993,4.87991,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Geervliet,1082 NV
Charge point GreenFlux,72 Geervliet 1082 NV,52.32993,4.87991,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Geervliet,1082 NV
Ruysdaelkade 100,95C Ruysdaelkade 1072 AM,52.35561,4.887088,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
Ruysdaelkade 100,99I Ruysdaelkade 1072 AM,52.35553,4.887103,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
Parkeergarage De Munthof | NL MAB Laadoplossingen,52 Reguliersdwarsstraat 1017 BM,52.36618,4.891844,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Reguliersdwarsstraat,1017 BM
50five Exploitatie/90194901,762K Amstelveenseweg 1081 JK,52.33117,4.857105,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelveenseweg,1081 JK
undefined,245 Gustav Mahlerlaan 1082 MS,52.33653,4.875451,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Gustav Mahlerlaan,1082 MS
Gustav Mahlerlaan 395,245 Gustav Mahlerlaan 1082 MS,52.33653,4.875451,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Gustav Mahlerlaan,1082 MS
Kiezelweg 458,115 Fred. Roeskestraat 1076 EE,52.34063,4.858677,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Fred. Roeskestraat,1076 EE
maltaweg 3,3 Maltaweg 1044 AH,52.40664,4.807053,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maltaweg,1044 AH
50five Exploitatie/2024,2 Amstelplein 1096 BC,52.34436,4.916629,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelplein,1096 BC
Teleport,223 Kingsfordweg 1043 GR,52.38565,4.843249,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kingsfordweg,1043 GR
Teleport,223 Kingsfordweg 1043 GR,52.38565,4.843249,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kingsfordweg,1043 GR
Bouwinvest Real Estate Investors B.V.,41 Artemisstraat 1076 DV,52.34517,4.853521,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Artemisstraat,1076 DV
Ecotap/72660732,190 Tommaso Albinonistraat 1083 HM,52.33637,4.887427,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tommaso Albinonistraat,1083 HM
Van der Valk,190 Tommaso Albinonistraat 1083 HM,52.33637,4.887427,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tommaso Albinonistraat,1083 HM
Rembrandt Tower,6-8 Amstelplein 1090 GP,52.34504,4.917046,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelplein,1090 GP
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AK
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AK
Parnassusweg 280,701 Parnassusweg 1077 DG,52.34039,4.868951,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1077 DG
Beethovenplein 10,8 Beethovenplein 1077 JD,52.34076,4.877546,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Beethovenplein,1077 JD
undefined,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
undefined,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AK
undefined,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
undefined,24 Toetsenbordweg 1033 MZ,52.41287,4.872726,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Toetsenbordweg,1033 MZ
undefined,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AK
undefined,47 Kabelweg 1014 BA,52.39295,4.845209,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kabelweg,1014 BA
Kabelweg  47,47 Kabelweg 1014 BA,52.39295,4.845209,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kabelweg,1014 BA
P21 AMS P3 Mikado,230 De Entree 1101 EE,52.31008,4.940928,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,De Entree,1101 EE
P21 AMS,133 Burgemeester Stramanweg 1101 EP,52.31468,4.942523,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Burgemeester Stramanweg,1101 EP
Fogostraat 3,Ookmeerweg 1067 SP,52.3591,4.780149,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1067 SP
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AM
Parnassusweg 280,287 Parnassusweg 1081 LC,52.33965,4.86781,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1081 LC
Toetsenbordweg 22,24 Toetsenbordweg 1033 MZ,52.41287,4.872726,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Toetsenbordweg,1033 MZ
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AK
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ruysdaelkade,1072 AK
Greenflux/8a663f82-376e-4b87-9626-21a6002e9e12,7e De Boelelaan 1083 HJ,52.3344,4.886432,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,De Boelelaan,1083 HJ
Aambeeldstraat,10 Aambeeldstraat 1021 KB,52.38454,4.928268,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Aambeeldstraat,1021 KB
Allego/NLALLEGO000217,Amstelstroomlaan 1096 BA,52.33687,4.916609,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1096 BA
EV Company/2444,10 Aambeeldstraat 1021 KB,52.38454,4.928268,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Aambeeldstraat,1021 KB
Hoogoorddreef  15,15 Hoogoorddreef 1101 BA,52.30812,4.9452,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hoogoorddreef,1101 BA
Ecotap/62506426,47 Rosy Wertheimstraat 1082 MZ,52.33622,4.876219,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rosy Wertheimstraat,1082 MZ
Threeforce B.V. (CPO) Rosy Wertheimstraat 23,95 Rosy Wertheimstraat 1082 MZ,52.33622,4.876359,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rosy Wertheimstraat,1082 MZ
Ecotap/62506426,95 Rosy Wertheimstraat 1082 MZ,52.33622,4.876359,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rosy Wertheimstraat,1082 MZ
Gebouw 1000 Mahler l Chanel,845 Parnassusweg 1081 LC,52.33632,4.86936,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1081 LC
Laadpaal24/NL*LMS*P1443,2 Koffieweg 1047 BC,52.40984,4.761377,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Koffieweg,1047 BC
50five Exploitatie/2101,845 Parnassusweg 1081 LC,52.33632,4.86936,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1081 LC
Hogehilweg / aroundtown,21 Hogehilweg 1101 CB,52.30788,4.948748,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hogehilweg,1101 CB
