Station Name,Address,Latitude,Longitude,Connector Type,Quantity,Type,Unnamed: 7,street_name,zip_code
AMS-0090,25 Swammerdamstraat 1091 RP,52.35855,4.907369,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Swammerdamstraat,1091 RP
AMS-0317,44A Zocherstraat 1054 LZ,52.35719,4.856065,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zocherstraat,1054 LZ
AMS-2511,12 Kraijenhoffstraat 1018 RL,52.36877,4.929056,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kraijenhoffstraat,1018 RL
AMS-0096,30 Oetgensstraat 1091 RE,52.35504,4.909378,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Oetgensstraat,1091 RE
AMS-2506,80 Conradstraat 1018 NK,52.3706,4.92956,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Conradstraat,1018 NK
"NLD, Amsterdam Amstel 1 bedrijf gar",28 Waterlooplein 1011 PG,52.36739,4.901706,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Waterlooplein,1011 PG
Amsterdam Sloterweg,Wielercircuit 1066 CD,52.33648,4.807499,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1066 CD
"NLD, Amsterdam, Henk Sneevlietweg 2",Henk Sneevlietpad 1066 VH,52.34558,4.830854,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Sneevlietpad,1066 VH
TNLP011909,20 Rijswijkstraat 1062 HW,52.3502,4.838897,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rijswijkstraat,1062 HW
AMS-0474,86D Tweede Oosterparkstraat 1091 JH,52.35674,4.915935,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tweede Oosterparkstraat,1091 JH
AMS-0102,108 Tweede Oosterparkstraat 1092 BP,52.35715,4.917397,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tweede Oosterparkstraat,1092 BP
AMS-0126,121 Peter Martensstraat 1087 NA,52.34855,5.012436,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Peter Martensstraat,1087 NA
AMS-0553,81 Cruquiuskade 1018 AM,52.36758,4.928793,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Cruquiuskade,1018 AM
AMS-0130,306-328 Zwanebloemlaan 1087 KE,52.35191,4.998654,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zwanebloemlaan,1087 KE
AMS-0128,646 Maria Austriastraat 1087 JC,52.35465,4.99889,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maria Austriastraat,1087 JC
AMS-0093,62 Blasiusstraat 1091 GN,52.35669,4.909943,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Blasiusstraat,1091 GN
AMS-0131,1 Egelskopstraat 1087 GC,52.35324,4.996048,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Egelskopstraat,1087 GC
AMS-0441,58-50 Hendrik Hosstraat 1106 ZN,52.29935,4.997604,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hendrik Hosstraat,1106 ZN
AMS-0796,14C Rustenburgerstraat 1074 ET,52.35398,4.905566,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rustenburgerstraat,1074 ET
AMS-0144,112 Franz Zieglerstraat 1087 HN,52.35234,5.007509,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Franz Zieglerstraat,1087 HN
AMS-0098,92 Weesperzijde 1091 EK,52.35248,4.910875,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Weesperzijde,1091 EK
AMS-2529,23 Nieuwe Tuinstraat 1015 ZR,52.37656,4.877458,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Nieuwe Tuinstraat,1015 ZR
AMS-2498,9HS Alexanderplein 1018 CG,52.36351,4.919665,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Alexanderplein,1018 CG
AMS-2308,333 Zaanhof 1013 XZ,52.39175,4.871159,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zaanhof,1013 XZ
AMS-2501,123II Sarphatistraat 1018 GB,52.36158,4.909718,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Sarphatistraat,1018 GB
AMS-2494,255D Keizersgracht 1016 EB,52.37172,4.885189,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Keizersgracht,1016 EB
AMS-2515,81s Rozengracht 1016 LT,52.37321,4.880516,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rozengracht,1016 LT
AMS-2496,59 Den Texstraat 1018 DT,52.35885,4.89601,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Den Texstraat,1018 DT
"NLD, Amsterdam Amstel 1 bedrijf gar",28 Waterlooplein 1011 PG,52.36739,4.901706,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Waterlooplein,1011 PG
"NLD, Amsterdam Amstel 1 bedrijf gar",28 Waterlooplein 1011 PG,52.36739,4.901706,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Waterlooplein,1011 PG
"NLD, Amsterdam Amstel 1 bedrijf gar",28 Waterlooplein 1011 PG,52.36739,4.901706,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Waterlooplein,1011 PG
TNLP011909,20 Rijswijkstraat 1062 HW,52.3502,4.838897,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rijswijkstraat,1062 HW
TNLP010286,38II De Rijpgracht 1055 VT,52.37755,4.860631,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,De Rijpgracht,1055 VT
TNLP011845,52BI Keizersgracht 1015 CS,52.372,4.884564,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Keizersgracht,1015 CS
AMS-0062,1263 Bijlmerdreef 1103 TV,52.32282,4.975451,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bijlmerdreef,1103 TV
AMS-0583,244 Bert Haanstrakade 1087 DL,52.35892,4.99706,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bert Haanstrakade,1087 DL
AMS-0151,50c Klokkenbergweg 1101 AP,52.30164,4.939214,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Klokkenbergweg,1101 AP
AMS-0007,249 Mijndenhof 1106 GK,52.29924,4.972414,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Mijndenhof,1106 GK
AMS-2310,111-67 Palmgracht 1015 HL,52.3817,4.881992,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Palmgracht,1015 HL
AMS-0628,118 Tidorestraat 1095 HK,52.36014,4.941613,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tidorestraat,1095 HK
AMS-2518,14 Paleisstraat 1012 RB,52.37232,4.888995,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Paleisstraat,1012 RB
AMS-2363,1 Spaarndammerplantsoen 1013 XP,52.38993,4.876404,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Spaarndammerplantsoen,1013 XP
AMS-2370,34 Amstelveld 1017 JD,52.36191,4.897338,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelveld,1017 JD
AMS-1915,226 Spaarndammerdijk 1013 ZV,52.39279,4.873192,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Spaarndammerdijk,1013 ZV
AMS-2519,467 S100 1013 BX,52.38587,4.892848,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,S100,1013 BX
TNLP010286,38II De Rijpgracht 1055 VT,52.37755,4.860631,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,De Rijpgracht,1055 VT
TNLP011845,52BI Keizersgracht 1015 CS,52.372,4.884564,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Keizersgracht,1015 CS
AMS-0811,15 Edward Masseystraat 1086 ZL,52.36126,4.981001,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Edward Masseystraat,1086 ZL
AMS-0138,47III Victorieplein 1078 PD,52.34594,4.90366,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Victorieplein,1078 PD
AMS-0679,143 Kramatweg 1095 KD,52.35871,4.944667,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kramatweg,1095 KD
AMS-0290,5b Veeteeltstraat 1097 WL,52.34187,4.948682,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Veeteeltstraat,1097 WL
AMS-0620,4A Van Leijenberghlaan 1082 GM,52.33276,4.878998,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Leijenberghlaan,1082 GM
AMS-2362,149h Lindengracht 1015 KE,52.37992,4.883339,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Lindengracht,1015 KE
AMS-2365,541 Eerste Marnixplantsoen 1015 HH,52.3821,4.88124,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Eerste Marnixplantsoen,1015 HH
AMS-2309,17-13 Frederiksplein 1017,52.36129,4.900231,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Frederiksplein,1017
AMS-1081,3I Kijkduinstraat 1055 XP,52.38167,4.855217,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kijkduinstraat,1055 XP
AMS-2257,2HS Sonderbuur 1068 AH,52.36416,4.798764,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Sonderbuur,1068 AH
AMS-0917,3 Vlakkerweg 1033 DX,52.40412,4.900972,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Vlakkerweg,1033 DX
AMS-1048,8A Sperwerlaan 1021 EN,52.38487,4.914472,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Sperwerlaan,1021 EN
AMS-0942,3 Maria Snelplantsoen 1106 WN,52.29727,4.991193,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maria Snelplantsoen,1106 WN
AMS-0914,20 Martin Niemollerstraat 1102 BM,52.31814,4.957959,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Martin Niemollerstraat,1102 BM
TNLP011877,2 Drakenstein 1083 XV,52.33035,4.886757,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Drakenstein,1083 XV
TNLP011138,289 Lijnbaansgracht 1017 RM,52.36149,4.887634,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Lijnbaansgracht,1017 RM
AMS-0135,79 Biesboschstraat 1078 MR,52.34492,4.896171,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Biesboschstraat,1078 MR
AMS-0812,101 Jan Olphert Vaillantlaan 1086 XZ,52.36138,4.976358,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Jan Olphert Vaillantlaan,1086 XZ
AMS-0810,32 Cornelis Zillesenlaan 1086 ZK,52.36212,4.981315,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Cornelis Zillesenlaan,1086 ZK
AMS-0689,2II Volkerakstraat 1078 XR,52.34499,4.889871,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Volkerakstraat,1078 XR
AMS-0732,29 Raamplein 1016 XK,52.36619,4.880464,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Raamplein,1016 XK
TNLP011877,2 Drakenstein 1083 XV,52.33035,4.886757,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Drakenstein,1083 XV
TNLP011138,289 Lijnbaansgracht 1017 RM,52.36149,4.887634,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Lijnbaansgracht,1017 RM
AMS-0272,22 Zieseniskade 1017 RT,52.36169,4.886291,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zieseniskade,1017 RT
AMS-0482,76 President Kennedylaan 1079 NH,52.34147,4.910756,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,President Kennedylaan,1079 NH
AMS-0554,14 Cruquiuskade 1018 AP,52.36728,4.928072,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Cruquiuskade,1018 AP
AMS-0645,85II Waalstraat 1079 DR,52.34317,4.902102,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Waalstraat,1079 DR
AMS-0735,209A Weteringschans 1017 XG,52.35955,4.89412,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Weteringschans,1017 XG
AMS-0193,74 Beethovenstraat 1402 TH,52.34788,4.876772,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Beethovenstraat,1402 TH
AMS-0916,184 Marskramerstraat 1033 WG,52.41966,4.880868,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Marskramerstraat,1033 WG
AMS-0092,23 Tweede Boerhaavestraat 1091 AK,52.35931,4.912238,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tweede Boerhaavestraat,1091 AK
AMS-0912,289 Haarlemmer Houttuinen 1013 GM,52.38231,4.889331,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Haarlemmer Houttuinen,1013 GM
AMS-0571,356 Amstel 1017 AS,52.3605,4.903077,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstel,1017 AS
AMS-0227,38HS Hemonystraat 1074 BS,52.35681,4.902676,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hemonystraat,1074 BS
AMS-0773,373 Langswater 1069 EC,52.35551,4.790121,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Langswater,1069 EC
AMS-0567,49 Rozenstraat 1016 NN,52.37287,4.881555,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rozenstraat,1016 NN
AMS-0775,399A Osdorper Ban 1068 MC,52.36223,4.801658,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Osdorper Ban,1068 MC
AMS-0619,1089 Van Nijenrodeweg 1081 EZ,52.3274,4.858258,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Nijenrodeweg,1081 EZ
AMS-0492,73 Cronenburg 1081 GM,52.32807,4.860646,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Cronenburg,1081 GM
AMS-0232,8 Smaragdstraat 1074 HG,52.35078,4.906632,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Smaragdstraat,1074 HG
AMS-0487,2III Kinderdijkstraat 1079 GH,52.34283,4.903029,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kinderdijkstraat,1079 GH
AMS-0915,88 Knollendamstraat 1013 TP,52.39031,4.876708,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Knollendamstraat,1013 TP
AMS-1187,20 Schepenbergweg 1105 AT,52.29558,4.943995,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Schepenbergweg,1105 AT
AMS-1181,5E Houtmankade 1013 MP,52.39011,4.885997,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Houtmankade,1013 MP
AMS-0947,8II Zaandijkstraat 1013 VN,52.38796,4.87959,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zaandijkstraat,1013 VN
AMS-0230,56 Hemonystraat 1074 BT,52.35605,4.903001,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hemonystraat,1074 BT
AMS-1126,33I Eisingastraat 1097 GR,52.34638,4.937237,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Eisingastraat,1097 GR
AMS-0512,114 Henegouwenstraat 1066 DH,52.34305,4.810923,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Henegouwenstraat,1066 DH
AMS-0359,99III Gillis van Ledenberchstraat 1052 VC,52.37629,4.872118,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Gillis van Ledenberchstraat,1052 VC
AMS-1179,164 Maria Austriastraat 1087 EM,52.3564,4.995584,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maria Austriastraat,1087 EM
AMS-1144,30 Wim Noordhoekkade 1087 LH,52.35072,5.010974,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Wim Noordhoekkade,1087 LH
AMS-1139,62HS Zacharias Jansestraat 1097 CN,52.3532,4.92838,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zacharias Jansestraat,1097 CN
AMS-0925,87I Linnaeusstraat 1093 EK,52.35964,4.925945,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Linnaeusstraat,1093 EK
AMS-1185,7 Breughelstraat 1077 LB,52.35018,4.877338,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Breughelstraat,1077 LB
AMS-1180,101 Newtonstraat 1098 HC,52.35681,4.937014,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Newtonstraat,1098 HC
AMS-1143,2 Nobelweg 1097 AR,52.35041,4.923922,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Nobelweg,1097 AR
AMS-0927,27II Senefelderstraat 1097 CW,52.35231,4.926132,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Senefelderstraat,1097 CW
AMS-0926,17II Javaplein 1095 CH,52.36355,4.939533,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Javaplein,1095 CH
TNLP011550,64III Dusartstraat 1072 HV,52.35165,4.88939,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Dusartstraat,1072 HV
TNLP011555,166-220 Van Hilligaertstraat 1072 JS,52.3495,4.889469,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Hilligaertstraat,1072 JS
TNLP011556,178 Van Noordtkade 1013 CA,52.38903,4.881907,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Noordtkade,1013 CA
TNLP011545,Weg zonder naam 1104 GE,52.32115,4.988168,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,zonder naam,1104 GE
TNLP011548,7I Niersstraat 1078 VG,52.34333,4.895386,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Niersstraat,1078 VG
TNLP011549,383I Rustenburgerstraat 1072 GV,52.35142,4.891967,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Rustenburgerstraat,1072 GV
TNLP011541,132II Van Ostadestraat 1072 TD,52.35214,4.891962,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Ostadestraat,1072 TD
TNLP011542,136III Churchill-laan 1078 EP,52.34712,4.895142,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Churchill-laan,1078 EP
TNLP011543,1193 Pieter Calandlaan 1069 SE,52.35099,4.796083,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Pieter Calandlaan,1069 SE
TNLP011537,12 Ohmstraat 1098 ST,52.35125,4.943745,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ohmstraat,1098 ST
TNLP011540,40II Albert Neuhuysstraat 1058 SE,52.35557,4.851446,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Albert Neuhuysstraat,1058 SE
TNLP011531,18 De la Reijstraat 1091 PB,52.35227,4.918746,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,De la Reijstraat,1091 PB
TNLP011535,28 Johannes Verhulststraat 1071 NE,52.35565,4.876153,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Johannes Verhulststraat,1071 NE
TNLP011522,10 Tom Schreursweg 1067 MC,52.38205,4.785405,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tom Schreursweg,1067 MC
TNLP011519,8II Van Rensselaerstraat 1058 XS,52.36217,4.856295,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Rensselaerstraat,1058 XS
TNLP011520,56III Van Hogendorpstraat 1051 BR,52.38351,4.875001,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Hogendorpstraat,1051 BR
TNLP011521,41I Adolf van Nassaustraat 1055 RT,52.38388,4.856791,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Adolf van Nassaustraat,1055 RT
TNLP011516,42II Tweede Jan Steenstraat 1074 CP,52.3563,4.900972,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tweede Jan Steenstraat,1074 CP
TNLP011517,100I Nieuwe Prinsengracht 1018 VW,52.36387,4.90969,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Nieuwe Prinsengracht,1018 VW
TNLP011518,35 Jennerstraat 1097 GB,52.34735,4.938197,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Jennerstraat,1097 GB
TNLP011511,15 Ernst Cahnsingel 1069 PX,52.35125,4.781712,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Ernst Cahnsingel,1069 PX
TNLP011513,2 Driedistelstraat 1031 HH,52.39282,4.905645,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Driedistelstraat,1031 HH
TNLP011510,222 Wagenaarstraat 1093 EB,52.36296,4.926278,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Wagenaarstraat,1093 EB
TNLP011506,176 Westerdok 1013 BH,52.38363,4.891573,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Westerdok,1013 BH
TNLP011507,698A Maria Austriastraat 1087 JC,52.354,4.999953,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maria Austriastraat,1087 JC
TNLP011508,48II Shackletonstraat 1056 RN,52.37284,4.852655,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Shackletonstraat,1056 RN
TNLP011502,119 Weerdestein 1083 GH,52.33013,4.889089,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Weerdestein,1083 GH
TNLP011504,30 Bongart 1082 BB,52.32341,4.872132,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bongart,1082 BB
TNLP011497,228 Waalenburgsingel 1024 ES,52.39428,4.961089,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Waalenburgsingel,1024 ES
TNLP011498,30 Fred Thomasstraat 1068 WD,52.35411,4.814191,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Fred Thomasstraat,1068 WD
TNLP011499,5 Jean Desmetstraat 1087 DR,52.36105,4.991789,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Jean Desmetstraat,1087 DR
TNLP011491,73 Jacob Krüsestraat 1106 ZJ,52.29874,4.994547,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Jacob Krüsestraat,1106 ZJ
TNLP011493,57C Sumatrastraat 1094 LP,52.36285,4.936042,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Sumatrastraat,1094 LP
TNLP011495,43HS Bentinckstraat 1051 GE,52.38349,4.873165,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bentinckstraat,1051 GE
TNLP011485,154III Van Beuningenstraat 1051 XW,52.38265,4.874336,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van Beuningenstraat,1051 XW
TNLP011488,4II Balboastraat 1057 VV,52.36933,4.855819,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Balboastraat,1057 VV
TNLP011489,80 Bertelmanplein 1075 LS,52.34918,4.858556,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bertelmanplein,1075 LS
TNLP011482,220 Schaepmanstraat 1051 JJ,52.37984,4.869372,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Schaepmanstraat,1051 JJ
TNLP011483,1 Herderhof 1064 VT,52.37447,4.816337,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Herderhof,1064 VT
TNLP011484,36-38 Bastenakenstraat 1066 JD,52.34283,4.814331,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bastenakenstraat,1066 JD
TNLP011475,148III Zuid Hollandstraat 1082 EN,52.32546,4.87455,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zuid Hollandstraat,1082 EN
TNLP011477,358 Kees Broekmanstraat 1095,52.37213,4.964531,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kees Broekmanstraat ,1095
TNLP011471,181 Maassluisstraat 1062 GJ,52.34861,4.836805,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maassluisstraat,1062 GJ
