Station Name,Address,Latitude,Longitude,Connector Type,Quantity,Type,street_name
undefined,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,29,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
undefined,701 Parnassusweg 1077 DG,52.34039,4.868951,TYPE 2,29,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
Ecotap/NL*LMS*P4128,5 Bornhout 1046 PP,52.39689,4.792018,TYPE 2,29,Regular Public & Semi-Public Charging Points (AC):,Bornhout
AEB Amsterdam - Hoofdkantoor,21 Australiėhavenweg 1045 BA,52.40128,4.794425,TYPE 2,28,Regular Public & Semi-Public Charging Points (AC):,Australiėhavenweg
Van Leeuwen/89274189,10 Hanedastraat 1043 DH,52.39102,4.83708,TYPE 2,27,Regular Public & Semi-Public Charging Points (AC):,Hanedastraat
Threeforce B.V. (CPO) Hanedastraat 2,10 Hanedastraat 1043 DH,52.39102,4.83708,TYPE 2,27,Regular Public & Semi-Public Charging Points (AC):,Hanedastraat
Bouwinvest Dutch Institutional Office Fund,300 Parnassusweg 1081 LC,52.33754,4.868344,TYPE 2,27,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
bp pulse/f74bdd68-4603-4f1a-b6c0-0c65fc2636b7,18 Oude Haagseweg 1066 BW,52.33746,4.818158,CCS2,18,fast charging points,Oude Haagseweg
bp pulse charging hub Oude Haagseweg #01,18 Oude Haagseweg 1066 BW,52.33746,4.818158,CCS2,18,fast charging points,Oude Haagseweg
undefined,136 Narva-eiland 1014 ZJ,52.39314,4.881639,TYPE 2,26,Regular Public & Semi-Public Charging Points (AC):,Narva-eiland
undefined,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,26,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
50five Exploitatie/90181750,6 Amstelplein 1097 DZ,52.34469,4.917564,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Amstelplein
Mondriaan Property 8 B.V. - mondriaantoren,6 Amstelplein 1097 DZ,52.34469,4.917564,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Amstelplein
CCS002286,111 Johan Huizingalaan 1066 VH,52.34156,4.827491,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Johan Huizingalaan
"AHP - Amsterdam, David Ricardostraat 1",111 Johan Huizingalaan 1066 VH,52.34156,4.827491,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Johan Huizingalaan
JLZ-A0541,75A1 Klaprozenweg 1033 NN,52.40576,4.892141,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Klaprozenweg
Kroonenberg Amsterdam Klaprozenweg 75,75A1 Klaprozenweg 1033 NN,52.40576,4.892141,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Klaprozenweg
Spaklerweg 20,20 Amstelstroomlaan 1096 GG,52.33613,4.916567,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Amstelstroomlaan
Allego/NLALLEGO000792,20 Amstelstroomlaan 1096 GG,52.33613,4.916567,TYPE 2,24,Regular Public & Semi-Public Charging Points (AC):,Amstelstroomlaan
Equity Estate - Quarter Plaza,74 Transformatorweg 1014 AK,52.3927,4.847717,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,Transformatorweg
Equity Estate - Quarter Plaza,74 Transformatorweg 1014 AK,52.3927,4.847717,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,Transformatorweg
Duivendrechtsekade 80B,80B Duivendrechtsekade 1096 AH,52.33788,4.933904,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,Duivendrechtsekade
Charge point Eneco,700 Bijlmerplein 1102 MA,52.31415,4.954795,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,Bijlmerplein
50five Exploitatie/60732720,12 Haaksbergweg 1101 BX,52.3104,4.94354,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,Haaksbergweg
NL_GFX_A0032,1 Olympisch Stadion 1076 DE,52.34341,4.855287,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,Olympisch Stadion
Greenflux/F1C49B36-2FAF-44F7-ACC0-09DFC3DF7A3C,2A Linnaeusstraat 1092 CK,52.36271,4.922652,TYPE 2,22,Regular Public & Semi-Public Charging Points (AC):,Linnaeusstraat
Nauta Dutilh,1 George Gershwinlaan 1082 LC,52.33594,4.877218,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,George Gershwinlaan
Nauta Dutilh,1 George Gershwinlaan 1082 LC,52.33594,4.877218,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,George Gershwinlaan
Van Leeuwen/89301071,76 Nes 1012 KE,52.37098,4.893398,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Nes
Nes 76,76 Nes 1012 KE,52.37098,4.893398,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Nes
Nissan Motor Parts Center B.V,Hornweg 1044,52.405,4.803834,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Hornweg
Maxem/89602113,34e Tt. Vasumweg 1033 SC,52.404,4.894213,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Tt. Vasumweg
"Middenweg 1, Kapelle",1 Middenweg 1098 AA,52.35508,4.928722,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Middenweg
Bouwinvest Real Estate Investors B.V.,34e Tt. Vasumweg 1033 SC,52.404,4.894213,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Tt. Vasumweg
P21 AMS lader,55 Rokin 1012 KK,52.37162,4.893309,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Rokin
undefined,7 Korte Ouderkerkerdijk 1096 GB,52.33992,4.91718,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Korte Ouderkerkerdijk
P21 AMS,21 Piet Heinkade 1019 BR,52.3778,4.914874,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Piet Heinkade
Charge point GreenFlux,1 Olympisch Stadion 1076 DE,52.34341,4.855287,TYPE 2,20,Regular Public & Semi-Public Charging Points (AC):,Olympisch Stadion
Ecotap/NL*LMS*P3075,3001 Strawinskylaan 1077 ZX,52.33986,4.869746,TYPE 2,19,Regular Public & Semi-Public Charging Points (AC):,Strawinskylaan
We Drive Solar/90155362,34 Gelrestraat 1079 MZ,52.33747,4.893018,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Gelrestraat
Crossover,34 Gelrestraat 1079 MZ,52.33747,4.893018,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Gelrestraat
P21 AMS P10,1 Herikerbergweg 1101 CN,52.30747,4.943437,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Herikerbergweg
undefined,1 Joseph Schumpeterstraat 1066 BX,52.33975,4.820444,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Joseph Schumpeterstraat
undefined,170 Antonio Vivaldistraat 1083 HP,52.33758,4.884643,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Antonio Vivaldistraat
bp pulse/dde557a0-325e-418e-8348-d7b162f4837c,14f Nieuwe Hemweg 1013 BG,52.39333,4.864572,CCS2,12,fast charging points,Nieuwe Hemweg
bp pulse charging hub Nieuwe Hemweg #01,14f Nieuwe Hemweg 1013 BG,52.39333,4.864572,CCS2,12,fast charging points,Nieuwe Hemweg
Antonio Vivaldistraat 150,6 Domenico Scarlattilaan 1083 HN,52.33704,4.886199,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Domenico Scarlattilaan
Joseph Schumpeterstraat 1,Joseph Schumpeterstraat 1066 JR,52.34009,4.820778,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Schumpeterstraat
Greenflux/3CC74BDB-47D5-4705-86F7-8127BA52F30E,72 Geervliet 1082 NV,52.32993,4.87991,TYPE 2,18,Regular Public & Semi-Public Charging Points (AC):,Geervliet
Joseph Schumpeterstraat 1,1 Joseph Schumpeterstraat 1066 BX,52.33975,4.820444,TYPE 2,17,Regular Public & Semi-Public Charging Points (AC):,Joseph Schumpeterstraat
undefined,3 Maltaweg 1044 AH,52.40664,4.807053,TYPE 2,17,Regular Public & Semi-Public Charging Points (AC):,Maltaweg
Narva-eiland,136 Narva-eiland 1014 ZJ,52.39314,4.881639,TYPE 2,17,Regular Public & Semi-Public Charging Points (AC):,Narva-eiland
Stichting BovenIJ bezoekerslocatie,1A Statenjachtstraat 1034 CS,52.40496,4.920924,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Statenjachtstraat
Stichting BovenIJ bezoekerslocatie,1A Statenjachtstraat 1034 CS,52.40496,4.920924,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Statenjachtstraat
P21 AMS - Dome garage,90 De Passage 1101 AX,52.31437,4.938806,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,De Passage
NLCON00002707,273 Ookmeerweg 1067 SP,52.36038,4.780616,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Ookmeerweg
DEME Environmental Nederland BV,4 Disketteweg 1033 NW,52.41244,4.873719,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Disketteweg
Hoogoorddreef  3,3 Hoogoorddreef 1101 BA,52.30999,4.94692,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Hoogoorddreef
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
Parnassusweg  280,701 Parnassusweg 1077 DG,52.34039,4.868951,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
Meester Treublaan 7,7 Mr.Treublaan 1097 DP,52.34812,4.915125,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Mr.Treublaan
undefined,Mr.Treublaan 1097 LP,52.34784,4.915813,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,
Maxem/89056101,2 Driedistelstraat 1031 HH,52.39282,4.905645,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Driedistelstraat
Revolt B.v.,8a Danzigerkade 1013 AP,52.39755,4.877608,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Danzigerkade
P21 AMS,9 De Corridor 1101 BC,52.31171,4.944759,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,De Corridor
Koopmans International,74c Distelweg 1031 HH,52.39277,4.905728,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Distelweg
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
Parnassusweg  280,287 Parnassusweg 1081 LC,52.33965,4.86781,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
Meester Treublaan 7,Mr.Treublaan 1097 LP,52.34784,4.915813,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
50five Exploitatie/1408,24 Kraanspoor 1033 ES,52.40491,4.887744,TYPE 2,16,Regular Public & Semi-Public Charging Points (AC):,Kraanspoor
"Amsterdam, Netherlands",122 Burgemeester Stramanweg 1101 EN,52.3109,4.936843,Tesla Supercharger,16,fast charging points,Burgemeester Stramanweg
Aroundtown,762K Amstelveenseweg 1081 JK,52.33117,4.857105,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,Amstelveenseweg
Dutch Charge/89459785,1744 Buikslotermeerplein 1025 XL,52.40103,4.932039,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,Buikslotermeerplein
VvE Buikslotermeerplein Z Kavel Parkeren,1690 Buikslotermeerplein 1025 XL,52.40069,4.932722,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,Buikslotermeerplein
Beethovenplein 10,8 Beethovenplein 1077 JD,52.34076,4.877546,TYPE 2,15,Regular Public & Semi-Public Charging Points (AC):,Beethovenplein
Ecotap/NL*LMS*P4181,38 Deccaweg 1042 AT,52.40216,4.841823,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,Deccaweg
NLCON00002711,276-279 Ookmeerweg 1067 SP,52.35977,4.778831,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Ookmeerweg
P4 Villa Arena,80 Johan Cruijff Boulevard 1101 DJ,52.31239,4.937994,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Johan Cruijff Boulevard
Ecotap/89356328,Holterbergweg 1101,52.31101,4.937447,CCS2,14,fast charging points,Holterbergweg 
Last Mile Solutions/56270788,52 Reguliersdwarsstraat 1017 BM,52.36618,4.891844,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Reguliersdwarsstraat
NLCON00002057,15 tt. Melissaweg 1033 SP,52.40756,4.883582,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,tt. Melissaweg
AC Amsterdam abcouderstraatweg,Weg zonder naam 1105 AA,52.28321,4.96465,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,zonder naam
Office Arendsnest,19 Pedro de Medinalaan 1086 XP,52.36301,4.977063,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Pedro de Medinalaan
Ruysdaelkade 100,95C Ruysdaelkade 1072 AM,52.35561,4.887088,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Gustav Mahlerlaan 395,245 Gustav Mahlerlaan 1082 MS,52.33653,4.875451,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Gustav Mahlerlaan
Ruysdaelkade 100,99I Ruysdaelkade 1072 AM,52.35553,4.887103,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
undefined,99I Ruysdaelkade 1072 AM,52.35553,4.887103,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
undefined,95C Ruysdaelkade 1072 AM,52.35561,4.887088,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
undefined,13 Haarlerbergweg 1101 CH,52.304,4.952632,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Haarlerbergweg
undefined,430 Cornelis Lelyplein 1062 HK,52.35678,4.835424,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Cornelis Lelyplein
Parkeergarage Gelderlandplein P1,72 Geervliet 1082 NV,52.32993,4.87991,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Geervliet
Charge point GreenFlux,72 Geervliet 1082 NV,52.32993,4.87991,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Geervliet
Ruysdaelkade 100,95C Ruysdaelkade 1072 AM,52.35561,4.887088,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Ruysdaelkade 100,99I Ruysdaelkade 1072 AM,52.35553,4.887103,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Parkeergarage De Munthof | NL MAB Laadoplossingen,52 Reguliersdwarsstraat 1017 BM,52.36618,4.891844,TYPE 2,14,Regular Public & Semi-Public Charging Points (AC):,Reguliersdwarsstraat
50five Exploitatie/90194901,762K Amstelveenseweg 1081 JK,52.33117,4.857105,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,Amstelveenseweg
undefined,245 Gustav Mahlerlaan 1082 MS,52.33653,4.875451,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,Gustav Mahlerlaan
Gustav Mahlerlaan 395,245 Gustav Mahlerlaan 1082 MS,52.33653,4.875451,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,Gustav Mahlerlaan
Kiezelweg 458,115 Fred. Roeskestraat 1076 EE,52.34063,4.858677,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
maltaweg 3,3 Maltaweg 1044 AH,52.40664,4.807053,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,Maltaweg
50five Exploitatie/2024,2 Amstelplein 1096 BC,52.34436,4.916629,TYPE 2,13,Regular Public & Semi-Public Charging Points (AC):,Amstelplein
Teleport,223 Kingsfordweg 1043 GR,52.38565,4.843249,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Kingsfordweg
Teleport,223 Kingsfordweg 1043 GR,52.38565,4.843249,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Kingsfordweg
Bouwinvest Real Estate Investors B.V.,41 Artemisstraat 1076 DV,52.34517,4.853521,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Artemisstraat
Ecotap/72660732,190 Tommaso Albinonistraat 1083 HM,52.33637,4.887427,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Tommaso Albinonistraat
Van der Valk,190 Tommaso Albinonistraat 1083 HM,52.33637,4.887427,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Tommaso Albinonistraat
Rembrandt Tower,6-8 Amstelplein 1090 GP,52.34504,4.917046,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Amstelplein
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Parnassusweg 280,701 Parnassusweg 1077 DG,52.34039,4.868951,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
Beethovenplein 10,8 Beethovenplein 1077 JD,52.34076,4.877546,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Beethovenplein
undefined,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
undefined,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
undefined,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
undefined,24 Toetsenbordweg 1033 MZ,52.41287,4.872726,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Toetsenbordweg
undefined,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
undefined,47 Kabelweg 1014 BA,52.39295,4.845209,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Kabelweg
Kabelweg  47,47 Kabelweg 1014 BA,52.39295,4.845209,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Kabelweg
P21 AMS P3 Mikado,230 De Entree 1101 EE,52.31008,4.940928,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,De Entree
P21 AMS,133 Burgemeester Stramanweg 1101 EP,52.31468,4.942523,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
Fogostraat 3,Ookmeerweg 1067 SP,52.3591,4.780149,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Ruysdaelkade 100,101II Ruysdaelkade 1072 AM,52.35498,4.887045,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Parnassusweg 280,287 Parnassusweg 1081 LC,52.33965,4.86781,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
Toetsenbordweg 22,24 Toetsenbordweg 1033 MZ,52.41287,4.872726,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Toetsenbordweg
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Ruysdaelkade 100,73 Ruysdaelkade 1072 AK,52.3567,4.887009,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Ruysdaelkade
Greenflux/8a663f82-376e-4b87-9626-21a6002e9e12,7e De Boelelaan 1083 HJ,52.3344,4.886432,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,De Boelelaan
Aambeeldstraat,10 Aambeeldstraat 1021 KB,52.38454,4.928268,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Aambeeldstraat
Allego/NLALLEGO000217,Amstelstroomlaan 1096 BA,52.33687,4.916609,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,
EV Company/2444,10 Aambeeldstraat 1021 KB,52.38454,4.928268,TYPE 2,12,Regular Public & Semi-Public Charging Points (AC):,Aambeeldstraat
Hoogoorddreef  15,15 Hoogoorddreef 1101 BA,52.30812,4.9452,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,Hoogoorddreef
Ecotap/62506426,47 Rosy Wertheimstraat 1082 MZ,52.33622,4.876219,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,Rosy Wertheimstraat
Threeforce B.V. (CPO) Rosy Wertheimstraat 23,95 Rosy Wertheimstraat 1082 MZ,52.33622,4.876359,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,Rosy Wertheimstraat
Ecotap/62506426,95 Rosy Wertheimstraat 1082 MZ,52.33622,4.876359,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,Rosy Wertheimstraat
Gebouw 1000 Mahler l Chanel,845 Parnassusweg 1081 LC,52.33632,4.86936,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
Laadpaal24/NL*LMS*P1443,2 Koffieweg 1047 BC,52.40984,4.761377,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,Koffieweg
50five Exploitatie/2101,845 Parnassusweg 1081 LC,52.33632,4.86936,TYPE 2,11,Regular Public & Semi-Public Charging Points (AC):,Parnassusweg
Hogehilweg / aroundtown,21 Hogehilweg 1101 CB,52.30788,4.948748,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Hogehilweg
Hogehilweg / aroundtown,21 Hogehilweg 1101 CB,52.30788,4.948748,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Hogehilweg
Zekeringstraat 42,54 Zekeringstraat 1014 BT,52.39663,4.848674,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Zekeringstraat
Van Leeuwen/89223075,77 Maroastraat 1060 LG,52.35394,4.765026,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Maroastraat
AVIA Nederland/NLAVISVSDV00X-AMSTERDAM,10 Beiraweg 1047 HN,52.40549,4.75092,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,Beiraweg
Sunrock Amsterdam,37 Pilotenstraat 1059 CH,52.33959,4.844328,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Pilotenstraat
Maroastraat 77,77 Maroastraat 1060 LG,52.35394,4.765026,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Maroastraat
Revaleiland 284A,284 Revaleiland 1014 ZE,52.39392,4.880693,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Revaleiland
Fogostraat 1 Amsterdam,3 Maroastraat 1060 LG,52.35546,4.769176,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Maroastraat
Laadkompas,100 Burgemeester Stramanweg 1101 EM,52.30695,4.931535,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
VSDV B.V. AMSTERDAM,10 Beiraweg 1047 HN,52.40549,4.75092,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,Beiraweg
CCS001541,101 Doctor H. Colijnstraat 1067 CC,52.37856,4.806289,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Doctor H. Colijnstraat
Scopius EV Charging/89885383,1 Statenjachtstraat 1034 CS,52.40505,4.919858,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Statenjachtstraat
50five Exploitatie/89486448,106a Naritaweg 1043 CA,52.38815,4.823978,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Naritaweg
Charge point Eneco,66G Wibautstraat 1091 GN,52.35599,4.910606,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Wibautstraat
Volvo Truck Amsterdam,Westpoortweg 1047,52.40607,4.758496,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,Westpoortweg 
Stichting BovenIJ achterkant,1 Statenjachtstraat 1034 CS,52.40505,4.919858,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Statenjachtstraat
Parkeergarage nhow hotel RAI,2A Europaboulevard 1078 RV,52.33942,4.890983,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Europaboulevard
"BAA - Amsterdam, Doctor H Colijnstraat 78",101 Doctor H. Colijnstraat 1067 CC,52.37856,4.806289,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Doctor H. Colijnstraat
Naritaweg 106 - 120,106a Naritaweg 1043 CA,52.38815,4.823978,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Naritaweg
Gelrestraat 16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,s109
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
Gelrestraat  16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,s109
Gelrestraat 16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,s109
Gelrestraat  16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,s109
undefined,87 Bijlmerdreef 1102 BP,52.3142,4.949824,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Bijlmerdreef
undefined,Kastrupstraat 1043 NT,52.39089,4.835632,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,
P21 Banne,113 Bezaanjachtplein 1034 CR,52.40838,4.915084,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Bezaanjachtplein
Abel&Co/303076,29 Klokkenbergweg 1101 AK,52.30099,4.936871,CCS2,6,fast charging points,Klokkenbergweg
Streetplug/89006315,8a Danzigerkade 1013 AP,52.39755,4.877608,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Danzigerkade
Dutch Charge/88942251,2 Delflandlaan 1062 EB,52.35746,4.84032,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Delflandlaan
Achmea Westbeat Amsterdam,2 Delflandlaan 1062 EB,52.35746,4.84032,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Delflandlaan
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,Thomas R. Malthusstraat
Radarweg 60,Kastrupstraat 1043 NT,52.39089,4.835632,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,
