Station Name,Address,Latitude,Longitude,Connector Type,Quantity,Type,street_name
TNLP010611,21 Sara Burgerhartstraat 1055 MK,52.38358,4.846303,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Sara Burgerhartstraat
TNLP010618,15 Clara Zetkinstraat 1103 DM,52.32114,4.961943,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Clara Zetkinstraat
TNLP010565,2II Bestevāerstraat 1056 HM,52.37318,4.860077,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Bestevāerstraat
TNLP010538,32I Roemer Visscherstraat 1054 EZ,52.36148,4.877003,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Roemer Visscherstraat
jhr. Dr. C.J. Sandbergweg  82,15M Nieuw-Zeelandweg 1045 AL,52.40449,4.8016,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Nieuw-Zeelandweg
TNLP010605,135IV Blankenstraat 1018 RV,52.3703,4.930595,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Blankenstraat
TNLP010491,95 Ochtenhof 1106 TM,52.29801,4.961768,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Ochtenhof
TNLP010481,112 Blankenstraat 1018 SK,52.36901,4.928624,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Blankenstraat
TNLP010821,157HS Kanaalstraat 1054 XE,52.36144,4.86036,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Kanaalstraat
TNLP010465,355 Pieter Calandlaan 1068 NH,52.35383,4.809906,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Pieter Calandlaan
Keurenplein 19,15 Keurenplein 1069 CG,52.36044,4.784429,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Keurenplein
Naritaweg 12,12j Naritaweg 1043 BZ,52.38831,4.831575,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Naritaweg
TNLP010453,372 Erich Salomonstraat 1087 GZ,52.35618,4.997864,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Erich Salomonstraat
TNLP010757,66 Wibautstraat 1091 GN,52.35603,4.91038,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Wibautstraat
TNLP010549,190IV Beethovenstraat 1077 JX,52.34625,4.876864,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Beethovenstraat
TNLP010570,1IV Brisselkerkstraat 1069 ZJ,52.3586,4.794895,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Brisselkerkstraat
TNLP010881,99 Nico Jessekade 1087,52.34813,5.004069,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Nico Jessekade
TNLP010827,195 Hoogte Kadijk 1018 BK,52.36723,4.921695,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Hoogte Kadijk
TNLP010904,15 Jan Smitstraat 1069 RR,52.35138,4.80083,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Jan Smitstraat
TNLP010814,34IV Westerstraat 1015 MK,52.37886,4.885463,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Westerstraat
TNLP010598,8 Hondecoeterstraat 1071 LR,52.35466,4.878004,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Hondecoeterstraat
TNLP010596,62 Brigantijnkade 1086 XZ,52.36356,4.985442,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Brigantijnkade
TNLP010577,136I Frans van Mierisstraat 1071 SC,52.35317,4.875791,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Frans van Mierisstraat
TNLP010455,33 Francisco Faleirostraat 1086 XV,52.3627,4.979133,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Francisco Faleirostraat
TNLP010857,42II Johannes van der Waalsstraat 1098 PN,52.35195,4.941629,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Johannes van der Waalsstraat
TNLP010797,20I Emmastraat 1075 HT,52.35376,4.869036,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Emmastraat
TNLP010544,399 Barbusselaan 1102 TW,52.31874,4.946218,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Barbusselaan
1 - STATION 1,1041 Jacob Marisstraat 1058 JB,52.3567,4.852528,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Jacob Marisstraat
1 - STATION 2,95II Jacob Marisstraat 1058 HX,52.35554,4.852608,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Jacob Marisstraat
1 - STATION 3,95II Jacob Marisstraat 1058 HX,52.35554,4.852608,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Jacob Marisstraat
TNLP010493,577 Eva Besnyöstraat 1087 LM,52.34903,5.009964,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Eva Besnyöstraat
TNLP010846,58 Silvoldestraat 1107 TH,52.29078,4.969908,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Silvoldestraat
TNLP010903,134 Wethouder Wierdelsstraat 1107 DL,52.2905,4.991642,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Wethouder Wierdelsstraat
TNLP010876,17 Nilda Pintostraat 1103 MK,52.32093,4.966066,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Nilda Pintostraat
TNLP010871,16 Krommehoekstraat 1104 KV,52.31565,4.972802,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Krommehoekstraat
TNLP010463,80-66 Lambert Rimastraat 1106 ZT,52.29951,4.999801,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Lambert Rimastraat
TNLP010579,s-Gravendijkdreef 1104 DG,52.31959,4.983594,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,
TNLP010551,184 Dantestraat 1102 ZR,52.32575,4.949361,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Dantestraat
TNLP010496,606 Geerdinkhof 1103 RN,52.32668,4.979622,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Geerdinkhof
TNLP010407,106 Dalsteindreef 1102 WV,52.32527,4.944175,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Dalsteindreef
TNLP010409,139 Barbusselaan 1102 TT,52.32075,4.944273,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Barbusselaan
TNLP010433,399 Boris Pasternakstraat 1102 TD,52.31797,4.943552,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Boris Pasternakstraat
TNLP010801,10B Korte Keizersstraat 1011 GH,52.37124,4.902727,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Korte Keizersstraat
Kimpton De Witt Hotel,23III 23III 1012 PS,52.37684,4.895279,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,23III
TNLP010837,9 Courbetstraat 1077 TS,52.34506,4.870678,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Courbetstraat
TNLP010842,4II Servaes Noutsstraat 1074 ED,52.35503,4.903377,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Servaes Noutsstraat
TNLP010865,3 Sandhorst 1082 BL,52.326,4.870352,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Sandhorst
Amsterdam Lot 2 charger,36c Papaverweg 1032 KJ,52.39622,4.907495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Papaverweg
TNLP010892,36 Kortenakenstraat 1066 HS,52.34329,4.815786,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Kortenakenstraat
TNLP010841,9III Adriaan Kluitstraat 1065 XS,52.36384,4.832536,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Adriaan Kluitstraat
TNLP010823,58HS Van Gentstraat 1055 PJ,52.38375,4.851599,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Van Gentstraat
TNLP010859,12III Baarsstraat 1075 RW,52.35014,4.854588,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Baarsstraat
TNLP010772,3I Willem Kloosstraat 1064 ST,52.37563,4.821905,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Willem Kloosstraat
TNLP010914,8II Des Présstraat 1075 NX,52.35049,4.859944,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Des Présstraat
TNLP010830,78 Schotse Hooglanden 1060 NM,52.35168,4.769648,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Schotse Hooglanden
TNLP010893,126II Willem de Zwijgerlaan 1056 JV,52.37418,4.863407,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Willem de Zwijgerlaan
Papaverweg 33,36c Papaverweg 1032 KJ,52.39622,4.907495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Papaverweg
TNLP010532,5 Pegasusstraat 1033 JJ,52.41175,4.885229,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Pegasusstraat
TNLP010743,53HS Louise de Colignystraat 1055 XH,52.38077,4.857703,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Louise de Colignystraat
TNLP010921,1HS Nobelweg 1097 AP,52.35142,4.922902,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Nobelweg
TNLP010766,37HS Sophialaan 1075 BM,52.35257,4.85802,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Sophialaan
TNLP010751,1065b De Boelelaan 1082 SB,52.33467,4.870274,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,De Boelelaan
TNLP010738,714A Amstelveenseweg 1081 JK,52.33307,4.856797,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Amstelveenseweg
TNLP010948,18 Leeuwendalersweg 1055 EZ,52.38032,4.849259,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Leeuwendalersweg
TNLP010864,11 Monnikendammerweg 1023 EA,52.38684,4.949538,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Monnikendammerweg
TNLP010934,60 Chasséstraat 1057 JP,52.36938,4.861624,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Chasséstraat
TNLP010739,28III Baffinstraat 1057 SX,52.36861,4.854104,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Baffinstraat
TNLP010919,301b Tollensstraat 1053 RZ,52.36535,4.870218,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Tollensstraat
TNLP010614,20HS Weesperzijde 1091 EB,52.35796,4.906483,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Weesperzijde
TNLP010930,39 President Kennedylaan 1079 MC,52.34013,4.899837,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,President Kennedylaan
TNLP010844,48HS Staringstraat 1054 VS,52.36122,4.862812,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Staringstraat
TNLP010951,5 Slikkerveerstraat 1107 VJ,52.29216,4.973226,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Slikkerveerstraat
TNLP010961,354 Polderweg 1093 KP,52.35815,4.931927,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Polderweg
TNLP010869,137 Kastelenstraat 1082 CL,52.32582,4.877318,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Kastelenstraat
TNLP011073,30I Van Bossestraat 1051 JZ,52.38138,4.868495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Van Bossestraat
TNLP010929,25 Hendrik de Bruynstraat 1065 EC,52.35654,4.828254,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Hendrik de Bruynstraat
TNLP010458,95C Buiksloterweg 1031 CJ,52.38796,4.914578,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Buiksloterweg
TNLP011072,86 Eerste Jan Steenstraat 1072 NT,52.35406,4.891143,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Eerste Jan Steenstraat
TNLP010613,104 Balgzandstraat 1024 HT,52.3944,4.957744,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Balgzandstraat
TNLP010970,93 Texelweg 1025 XW,52.39377,4.924664,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Texelweg
TNLP010920,1A Den Texstraat 1017 XW,52.35902,4.893245,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Den Texstraat
Dalsteindreef,460 Dalsteindreef 1102 XA,52.32671,4.948377,CCS2,2,fast charging points,Dalsteindreef
Dalsteindreef,460 Dalsteindreef 1102 XA,52.32671,4.948377,CCS2,2,fast charging points,Dalsteindreef
TNLP010942,4I Van Houweningenstraat 1052 TJ,52.37473,4.871812,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Van Houweningenstraat
TNLP010880,39III Van Reigersbergenstraat 1052 SP,52.37361,4.870349,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Van Reigersbergenstraat
TNLP010840,281 Erich Salomonstraat 1087 EH,52.35782,4.995733,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Erich Salomonstraat
TNLP010943,79 Heining 1047 AZ,52.39496,4.767238,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Heining
TNLP010960,22 Oranje Nassaulaan 1075 AN,52.35427,4.860166,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Oranje Nassaulaan
TNLP010866,546 Herengracht 1017 CG,52.36468,4.896696,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Herengracht
TNLP010813,3 Sonja Heniepad 1034 WC,52.4043,4.917857,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Sonja Heniepad
TNLP010925,214B Rozengracht 1016 NL,52.37263,4.876897,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Rozengracht
TNLP010947,66 Banne Buikslootlaan 1034 BC,52.4049,4.910503,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Banne Buikslootlaan
TNLP010923,193D Prinsengracht 1015 DS,52.37757,4.886121,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Prinsengracht
TNLP010897,243 Nieuwe Osdorpergracht 1068 HV,52.35625,4.803884,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Nieuwe Osdorpergracht
TNLP010872,23II Theodorus Majofskistraat 1065 SR,52.35394,4.831106,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Theodorus Majofskistraat
TNLP010556,136b Amstelveenseweg 1075 XM,52.35419,4.855414,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Amstelveenseweg
TNLP010946,11I Lanseloetstraat 1055 BA,52.37661,4.849888,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Lanseloetstraat
TNLP010584,63 Buitenveldertselaan 1082 VB,52.33239,4.869348,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Buitenveldertselaan
TNLP010417,182 Banne Buikslootlaan 1034 BE,52.40652,4.912563,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Banne Buikslootlaan
TNLP010590,205 Maldenhof 1106 EG,52.30479,4.969066,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Maldenhof
Amsterdam Lot 2 charger,36c Papaverweg 1032 KJ,52.39622,4.907495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Papaverweg
TNLP010803,6 Dijkbraak 1035 JS,52.42315,4.892344,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Dijkbraak
TNLP010550,30 Monnikendammerweg 1023 EC,52.38827,4.949285,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Monnikendammerweg
TNLP010555,42-52 Schubertstraat 1077 GR,52.34655,4.877616,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Schubertstraat
TNLP010529,93 Wethouder Serrurierstraat 1107 CJ,52.29218,4.990367,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Wethouder Serrurierstraat
TNLP010523,34A Mercatorstraat 1056 RH,52.37156,4.850721,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Mercatorstraat
TNLP010539,56 Derkinderenstraat 1062 BJ,52.36132,4.840793,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Derkinderenstraat
TNLP010501,68 Andersensingel 1102 VP,52.32091,4.941852,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Andersensingel
TNLP010606,7I Gillis Steltmanstraat 1067 NN,52.37467,4.804725,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Gillis Steltmanstraat
TNLP010499,1 Ribesstraat 1032 JR,52.39303,4.916864,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Ribesstraat
TNLP010527,A10 1037,52.40823,4.935799,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,A10
TNLP010809,31 Couhornerhoek 1035 KP,52.42295,4.897411,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Couhornerhoek
TNLP010494,863 Van Hogendorpstraat 1051 BT,52.38216,4.868985,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Van Hogendorpstraat
TNLP010802,112 's-Gravendijkdreef 1103 SE,52.32279,4.980538,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,'s-Gravendijkdreef
TNLP010454,157 Johan Hofmanstraat 1069 KD,52.35267,4.796878,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Johan Hofmanstraat
TNLP010752,18HS Burmanstraat 1091 SJ,52.35452,4.909543,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Burmanstraat
P21,133 Burgemeester Stramanweg 1101 EP,52.31468,4.942523,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
TNLP010466,1 William Barlowlaan 1086 ZR,52.36167,4.982186,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,William Barlowlaan
TNLP010522,118 Elpermeer 1025 AL,52.40143,4.949159,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Elpermeer
TNLP010436,127 Markengouw 1024 CX,52.39248,4.960638,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Markengouw
TNLP010514,2 Johannes Hilverdinkstraat 1061 WB,52.3666,4.840133,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Johannes Hilverdinkstraat
TNLP010899,121 Willem Beukelsstraat 1097 CR,52.3525,4.927946,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Willem Beukelsstraat
TNLP010918,27 Saffierstraat 1074 GG,52.35158,4.906294,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Saffierstraat
AMS Veemarkt 229,229 Veemarkt 1019 CM,52.36816,4.936575,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Veemarkt
TNLP010520,920 Insulindeweg 1095 DX,52.3622,4.945462,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Insulindeweg
TNLP010853,163 Borneokade 1019 XD,52.37077,4.942114,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Borneokade
TNLP010566,54a Jarmuiden 1046 AE,52.39103,4.790965,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Jarmuiden
TNLP010877,9III Alberdingk Thijmstraat 1054 AH,52.36481,4.875577,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Alberdingk Thijmstraat
TNLP010594,17 Betelgeuzestraat 1033 GA,52.41193,4.89024,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Betelgeuzestraat
TNLP010574,165 Nicolaas Beetsstraat 1053 RL,52.36492,4.866283,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Nicolaas Beetsstraat
TNLP010578,3 Fregatstraat 1034 KE,52.40454,4.91603,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Fregatstraat
TNLP010909,245 Nicolaas Beetsstraat 1053 RL,52.36423,4.866576,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Nicolaas Beetsstraat
Papaverweg 33,36c Papaverweg 1032 KJ,52.39622,4.907495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Papaverweg
P21 AMS lader,15 Zwanenburgwal 1011 VW,52.3679,4.899636,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Zwanenburgwal
Amsterdam Lot 2 charger,Henk Sneevlietpad 1066 VH,52.34558,4.830854,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Sneevlietpad
Daniel Goedkoopstraat 7,7 Daniėl Goedkoopstraat 1096 BD,52.33543,4.920622,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Daniėl Goedkoopstraat
P21 AMS lader,15 Zwanenburgwal 1011 VW,52.3679,4.899636,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Zwanenburgwal
P21 AMS lader,15 Zwanenburgwal 1011 VW,52.3679,4.899636,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Zwanenburgwal
P21,133 Burgemeester Stramanweg 1101 EP,52.31468,4.942523,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
TNLP010896,86 Kometensingel 1033 BW,52.41549,4.891792,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Kometensingel
TNLP010324,1 Roggeveenstraat 1013 PP,52.38947,4.888614,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Roggeveenstraat
TNLP010251,11 2e Kekerstraat 1104 VA,52.31479,4.979602,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,2e Kekerstraat
TNLP010585,51 Professor J.H. Gunningstraat 1068 MS,52.35352,4.804034,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Professor J.H. Gunningstraat
TNLP010908,403HS Rustenburgerstraat 1072 GW,52.35578,4.889987,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Rustenburgerstraat
TNLP010906,5III Alberdingk Thijmstraat 1054 AH,52.36481,4.875577,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Alberdingk Thijmstraat
Amsterdam Lot 2 charger,36c Papaverweg 1032 KJ,52.39622,4.907495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Papaverweg
Papaverweg 33,36c Papaverweg 1032 KJ,52.39622,4.907495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Papaverweg
AMS eigen laders,39 Schepenbergweg 1105 AS,52.2944,4.946271,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Schepenbergweg
TNLP010755,60I Jan Voermanstraat 1061 XH,52.36868,4.839093,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Jan Voermanstraat
TNLP010490,90I Dintelstraat 1078 VW,52.34369,4.893298,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Dintelstraat
TNLP010528,423 Markengouw 1024 EG,52.39618,4.957495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Markengouw
TNLP010850,2II Pieter Calandlaan 1065 KL,52.35627,4.83233,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Pieter Calandlaan
TNLP010902,67 Planciusstraat 1013 MH,52.38599,4.884539,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Planciusstraat
TNLP010818,163 Spelderholt 1025 BL,52.40036,4.944772,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Spelderholt
Fred. Roeskestraat 115,123I Fred. Roeskestraat 1076 EE,52.34075,4.858524,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Fred. Roeskestraat
Papaverweg 33,36c Papaverweg 1032 KJ,52.39622,4.907495,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Papaverweg
Eigen Haard,50 Jan Smitstraat 1069 SH,52.35157,4.800113,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Jan Smitstraat
TNLP010252,242 Bezaanjachtplein 1034 DC,52.40742,4.916382,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Bezaanjachtplein
P21 AMS,186 Tasmanstraat 1013 AH,52.39153,4.884921,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Tasmanstraat
P21 AMS lader,15 Zwanenburgwal 1011 VW,52.3679,4.899636,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Zwanenburgwal
TNLP010745,7III Van Reigersbergenstraat 1052 SL,52.37451,4.871034,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Van Reigersbergenstraat
TNLP010469,41HS Zoomstraat 1078 XH,52.34342,4.892697,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Zoomstraat
P21 AMS lader,15 Zwanenburgwal 1011 VW,52.3679,4.899636,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Zwanenburgwal
TNLP010750,10 Eerste Weteringplantsoen 1017 SK,52.3593,4.889588,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Eerste Weteringplantsoen
TNLP010486,430C Markengouw 1024 EK,52.39768,4.957318,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Markengouw
TNLP010546,85HS Lomanstraat 1075 PX,52.35127,4.859965,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Lomanstraat
TNLP010488,40I Joan Melchior Kemperstraat 1051 TS,52.38502,4.874708,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Joan Melchior Kemperstraat
P21 AMS,223 Mercatorplein 1057 RE,52.36956,4.850494,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Mercatorplein
P21 AMS,223 Mercatorplein 1057 RE,52.36956,4.850494,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Mercatorplein
TNLP010815,116 Klinkerweg 1033 PP,52.40786,4.89372,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Klinkerweg
TNLP010516,6 Westerhoofd 1013 BS,52.40765,4.858224,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Westerhoofd
P21 AMS lader,15 Zwanenburgwal 1011 VW,52.3679,4.899636,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Zwanenburgwal
P21 AMS lader,55 Rokin 1012 KK,52.37162,4.893309,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Rokin
P21 AMS,133 Burgemeester Stramanweg 1101 EP,52.31468,4.942523,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
TNLP010468,12I Camperstraat 1091 AE,52.35911,4.912548,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Camperstraat
P21 AMS P17 Dome garage,90 De Passage 1101 AX,52.31437,4.938806,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,De Passage
P21 AMS P17 Dome garage,90 De Passage 1101 AX,52.31437,4.938806,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,De Passage
P21 AMS Markenhoven,200 Anne Frankstraat 1011 SZ,52.36989,4.908441,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Anne Frankstraat
AMS eigen laders,39 Schepenbergweg 1105 AS,52.2944,4.946271,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Schepenbergweg
P21 Amsterdam Arena,Burgemeester Stramanweg,52.30743,4.925652,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Burgemeester Stramanweg
TNLP010467,213 Kleine Wittenburgerstraat 1018 LT,52.37172,4.922119,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Kleine Wittenburgerstraat
TNLP010495,49 Cruquiusstraat 1018 SL,52.36914,4.928284,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Cruquiusstraat
TNLP010554,1091 Prinsengracht 1017 JH,52.36257,4.900206,TYPE 2,2,Regular Public & Semi-Public Charging Points (AC):,Prinsengracht
