OBJECTNUMMER,LABEL,link no., year,street_name,24 hours,daylight,evening,nightlv,daymv,eveningmv,nightmv,dayzv,eveningzv,nightzv,day bus,evening bus,night bus,dagmr,eveningmr,nightmr,WKT_LNG_LAT,WKT_LAT_LNG,Longitude,Latitude
7568,Link 25085,25085,2019,Slotermeerlaan,1629,98,60,24,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8194969 52.3770674,4.8197175 52.3770415)","LINESTRING(52.3770674 4.8194969,52.3770415 4.8197175)",4.8196072,52.37705445
7576,Link 25117,25117,2019,Groeneweg,4553,289,149,41,5,1,1,4,1,1,2,2,1,0,0,0,"LINESTRING(5.0410007 52.3059487,5.0392477 52.3051167)","LINESTRING(52.3059487 5.0410007,52.3051167 5.0392477)",5.0401242,52.3055327
7584,Link 25121,25121,2019,Herengracht,248,13,11,5,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.896057 52.3646407,4.8960208 52.3649526)","LINESTRING(52.3646407 4.896057,52.3649526 4.8960208)",4.8960389,52.36479665
7592,Link 25122,25122,2019,Utrechtsestraat,2379,125,100,51,2,1,1,1,1,0,0,0,1,1,1,0,"LINESTRING(4.8978567 52.3649697,4.8977658 52.3651929,4.8977775 52.3652859)","LINESTRING(52.3649697 4.8978567,52.3651929 4.8977658,52.3652859 4.8977775)",4.89781125,52.3651278
7600,Link 25126,25126,2019,Utrechtsestraat,6250,325,259,133,10,3,2,6,3,1,0,0,1,2,1,1,"LINESTRING(4.8989791 52.3619649,4.8990337 52.3619258,4.8992071 52.3614965)","LINESTRING(52.3619649 4.8989791,52.3619258 4.8990337,52.3614965 4.8992071)",4.8990931,52.3617307
7608,Link 25127,25127,2019,Utrechtsestraat,6175,321,256,131,10,3,2,6,3,1,0,0,1,2,1,1,"LINESTRING(4.8994244 52.3609789,4.8992071 52.3614965)","LINESTRING(52.3609789 4.8994244,52.3614965 4.8992071)",4.89931575,52.3612377
7616,Link 25132,25132,2019,Reguliersgracht,159,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.896057 52.3646407,4.8961285 52.3635849)","LINESTRING(52.3646407 4.896057,52.3635849 4.8961285)",4.89609275,52.3641128
7624,Link 25134,25134,2019,Reguliersgracht,78,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.896152 52.363221,4.8962145 52.3624326)","LINESTRING(52.363221 4.896152,52.3624326 4.8962145)",4.89618325,52.3628268
7632,Link 25135,25135,2019,Reguliersgracht,85,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8962145 52.3624326,4.896249 52.3617972)","LINESTRING(52.3624326 4.8962145,52.3617972 4.896249)",4.89623175,52.3621149
7640,Link 25143,25143,2019,Prinsengracht,152,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8958802 52.3617779,4.8961502 52.3617802,4.896249 52.3617972)","LINESTRING(52.3617779 4.8958802,52.3617802 4.8961502,52.3617972 4.896249)",4.8960646,52.36178755
7648,Link 25144,25144,2019,Prinsengracht,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8981729 52.3621357,4.896249 52.3617972)","LINESTRING(52.3621357 4.8981729,52.3617972 4.896249)",4.89721095,52.36196645
7656,Link 25148,25148,2019,Prinsengracht,756,40,32,16,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.896269 52.3614683,4.898858 52.3619301,4.8989791 52.3619649)","LINESTRING(52.3614683 4.896269,52.3619301 4.898858,52.3619649 4.8989791)",4.89762405,52.3617166
7664,Link 25149,25149,2019,Prinsengracht,484,25,20,10,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9021073 52.3625353,4.8989791 52.3619649)","LINESTRING(52.3625353 4.9021073,52.3619649 4.8989791)",4.9005432,52.3622501
7672,Link 25157,25157,2019,Keizersgracht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8982396 52.3639813,4.8961285 52.3635849)","LINESTRING(52.3639813 4.8982396,52.3635849 4.8961285)",4.89718405,52.3637831
7680,Link 25159,25159,2019,Keizersgracht,777,42,33,17,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8958372 52.3631807,4.8958721 52.3631966,4.8960501 52.3632029,4.896152 52.363221)","LINESTRING(52.3631807 4.8958372,52.3631966 4.8958721,52.3632029 4.8960501,52.363221 4.896152)",4.8959946,52.36320085
7688,Link 25161,25161,2019,Keizersgracht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9012665 52.3641906,4.8983772 52.3636288)","LINESTRING(52.3641906 4.9012665,52.3636288 4.8983772)",4.89982185,52.3639097
7696,Link 25164,25164,2019,Herengracht,1175,63,50,26,1,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8957253 52.3646242,4.8959517 52.3646217,4.896057 52.3646407)","LINESTRING(52.3646242 4.8957253,52.3646217 4.8959517,52.3646407 4.896057)",4.89589115,52.3646312
7704,Link 25165,25165,2019,Herengracht,1087,58,47,24,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.896057 52.3646407,4.8962015 52.3646553,4.8978567 52.3649697)","LINESTRING(52.3646407 4.896057,52.3646553 4.8962015,52.3649697 4.8978567)",4.89695685,52.3648052
7712,Link 25166,25166,2019,Herengracht,999,51,41,21,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8978567 52.3649697,4.9005886 52.3654975)","LINESTRING(52.3649697 4.8978567,52.3654975 4.9005886)",4.89922265,52.3652336
7720,Link 25171,25171,2019,Amstel,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9012665 52.3641906,4.9010922 52.3645267)","LINESTRING(52.3641906 4.9012665,52.3645267 4.9010922)",4.90117935,52.36435865
7728,Link 25174,25174,2019,Amstel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9021073 52.3625353,4.9019604 52.3628178)","LINESTRING(52.3625353 4.9021073,52.3628178 4.9019604)",4.90203385,52.36267655
7736,Link 25175,25175,2019,Amstel,485,25,20,10,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9023431 52.3620984,4.9021073 52.3625353)","LINESTRING(52.3620984 4.9023431,52.3625353 4.9021073)",4.9022252,52.36231685
7744,Link 25176,25176,2019,Amstel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9023431 52.3620984,4.9025657 52.3616443)","LINESTRING(52.3620984 4.9023431,52.3616443 4.9025657)",4.9024544,52.36187135
7752,Link 25177,25177,2019,Amstel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9025657 52.3616443,4.9027014 52.3613859)","LINESTRING(52.3616443 4.9025657,52.3613859 4.9027014)",4.90263355,52.3615151
7760,Link 25180,25180,2019,Frederiksplein,6058,313,250,128,11,4,3,7,3,2,0,0,1,2,1,1,"LINESTRING(4.8994244 52.3609789,4.8994302 52.3609186,4.899536 52.3606774,4.899549 52.3605795,4.8995756 52.3605484)","LINESTRING(52.3609789 4.8994244,52.3609186 4.8994302,52.3606774 4.899536,52.3605795 4.899549,52.3605484 4.8995756)",4.8995,52.36076365
7768,Link 25183,25183,2019,Utrechtsestraat,4203,219,175,90,6,2,1,4,2,1,0,0,1,1,1,1,"LINESTRING(4.8982396 52.3639813,4.8983772 52.3636288)","LINESTRING(52.3639813 4.8982396,52.3636288 4.8983772)",4.8983084,52.36380505
7776,Link 25225,25225,2019,Kloveniersburgwal,814,40,32,16,3,1,1,2,1,1,0,0,0,0,0,0,"LINESTRING(4.8960256 52.367741,4.8960663 52.367812,4.8965063 52.3683216)","LINESTRING(52.367741 4.8960256,52.367812 4.8960663,52.3683216 4.8965063)",4.89626595,52.3680313
7784,Link 25226,25226,2019,Kloveniersburgwal,1398,73,58,30,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8976632 52.3701754,4.897382 52.3699105)","LINESTRING(52.3701754 4.8976632,52.3699105 4.897382)",4.8975226,52.37004295
7792,Link 25230,25230,2019,HALVEMAANSBRUG 0221,708,34,27,14,3,1,1,2,1,1,0,0,0,0,0,0,"LINESTRING(4.8957555 52.367001,4.8957545 52.3670434,4.8959762 52.3676532,4.8960256 52.367741)","LINESTRING(52.367001 4.8957555,52.3670434 4.8957545,52.3676532 4.8959762,52.367741 4.8960256)",4.89589005,52.367371
7800,Link 25236,25236,2019,Sint Antoniesbreestraat,2329,123,98,50,2,1,1,2,1,0,0,0,0,0,0,0,"LINESTRING(4.9009721 52.3696694,4.9009133 52.3697118,4.9008365 52.3698143,4.9007577 52.3699685)","LINESTRING(52.3696694 4.9009721,52.3697118 4.9009133,52.3698143 4.9008365,52.3699685 4.9007577)",4.9008649,52.36981895
7808,Link 25242,25242,2019,Amstel,6621,337,269,138,15,5,4,10,5,2,0,0,0,0,0,0,"LINESTRING(4.8983296 52.3669726,4.8973617 52.3670312)","LINESTRING(52.3669726 4.8983296,52.3670312 4.8973617)",4.89784565,52.3670019
7816,Link 25244,25244,2019,Amstel,6621,337,269,138,15,5,4,10,5,2,0,0,0,0,0,0,"LINESTRING(4.8994508 52.3667806,4.9000236 52.3665689,4.9001093 52.366498,4.9002276 52.3663316,4.9002926 52.3662895,4.9003155 52.3662162)","LINESTRING(52.3667806 4.8994508,52.3665689 4.9000236,52.366498 4.9001093,52.3663316 4.9002276,52.3662895 4.9002926,52.3662162 4.9003155)",4.89988315,52.3664984
7824,Link 25246,25246,2019,Amstel,1007,52,41,21,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9005886 52.3654975,4.9004339 52.365794)","LINESTRING(52.3654975 4.9005886,52.365794 4.9004339)",4.90051125,52.36564575
7832,Link 25247,25247,2019,Amstel,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9005886 52.3654975,4.9006967 52.3653376,4.9010467 52.3646523,4.9010922 52.3645267)","LINESTRING(52.3654975 4.9005886,52.3653376 4.9006967,52.3646523 4.9010467,52.3645267 4.9010922)",4.9008404,52.3650121
7840,Link 25318,25318,2019,Meidoornweg,3004,177,108,33,3,1,1,3,1,0,7,5,1,1,1,0,"LINESTRING(4.9108867 52.3872806,4.912225 52.3877475)","LINESTRING(52.3872806 4.9108867,52.3877475 4.912225)",4.91155585,52.38751405
7848,Link 25360,25360,2019,Kloveniersburgwal,862,46,37,19,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8987633 52.3707009,4.898969 52.3709318)","LINESTRING(52.3707009 4.8987633,52.3709318 4.898969)",4.89886615,52.37081635
7856,Link 25361,25361,2019,Kloveniersburgwal,862,46,37,19,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8984501 52.3703699,4.8987633 52.3707009)","LINESTRING(52.3703699 4.8984501,52.3707009 4.8987633)",4.8986067,52.3705354
7864,Link 25362,25362,2019,Kloveniersburgwal,862,46,37,19,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.898125 52.3700276,4.8984501 52.3703699)","LINESTRING(52.3700276 4.898125,52.3703699 4.8984501)",4.89828755,52.37019875
7872,Link 25364,25364,2019,Kloveniersburgwal,1383,72,58,30,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8989459 52.3715198,4.8987458 52.3713069)","LINESTRING(52.3715198 4.8989459,52.3713069 4.8987458)",4.89884585,52.37141335
7880,Link 25365,25365,2019,Kloveniersburgwal,1383,72,58,30,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8987458 52.3713069,4.8985389 52.3711005,4.8985288 52.3710586)","LINESTRING(52.3713069 4.8987458,52.3711005 4.8985389,52.3710586 4.8985288)",4.8986373,52.37118275
7888,Link 25366,25366,2019,Kloveniersburgwal,1398,73,58,30,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8976632 52.3701754,4.8985288 52.3710586)","LINESTRING(52.3701754 4.8976632,52.3710586 4.8985288)",4.898096,52.370617
7896,Link 25376,25376,2019,Geldersekade,1750,93,74,38,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9012896 52.373459,4.9014328 52.3737565)","LINESTRING(52.373459 4.9012896,52.3737565 4.9014328)",4.9013612,52.37360775
7904,Link 25378,25378,2019,Geldersekade,1750,93,74,38,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9015311 52.37394,4.9015784 52.3740573)","LINESTRING(52.37394 4.9015311,52.3740573 4.9015784)",4.90155475,52.37399865
7912,Link 25379,25379,2019,Geldersekade,1750,93,74,38,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9015311 52.37394,4.9014328 52.3737565)","LINESTRING(52.37394 4.9015311,52.3737565 4.9014328)",4.90148195,52.37384825
7920,Link 25401,25401,2019,Sint Antoniesbreestraat,2266,120,96,49,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9005913 52.3704989,4.9005756 52.3705887)","LINESTRING(52.3704989 4.9005913,52.3705887 4.9005756)",4.90058345,52.3705438
7928,Link 25403,25403,2019,Sint Antoniesbreestraat,2329,123,98,50,2,1,1,2,1,0,0,0,0,0,0,0,"LINESTRING(4.9007577 52.3699685,4.9007291 52.3699782,4.9006357 52.3704631,4.9005913 52.3704989)","LINESTRING(52.3699685 4.9007577,52.3699782 4.9007291,52.3704631 4.9006357,52.3704989 4.9005913)",4.9006745,52.3702337
7936,Link 25425,25425,2019,Nieuwmarkt,929,49,39,20,1,1,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9001121 52.3721619,4.8997714 52.37224,4.8996707 52.3722772)","LINESTRING(52.3721619 4.9001121,52.37224 4.8997714,52.3722772 4.8996707)",4.8998914,52.37221955
7944,Link 25431,25431,2019,Nieuwmarkt,2341,124,99,51,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9009307 52.3728368,4.9006481 52.3723703)","LINESTRING(52.3728368 4.9009307,52.3723703 4.9006481)",4.9007894,52.37260355
7952,Link 25432,25432,2019,Nieuwmarkt,2783,146,117,60,3,1,1,2,1,1,0,0,0,0,0,0,"LINESTRING(4.9009907 52.3729556,4.9009307 52.3728368)","LINESTRING(52.3729556 4.9009907,52.3728368 4.9009307)",4.9009607,52.3728962
7960,Link 25435,25435,2019,Geldersekade,2057,110,88,45,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9012127 52.3732966,4.9010916 52.3730619,4.9009907 52.3729556)","LINESTRING(52.3732966 4.9012127,52.3730619 4.9010916,52.3729556 4.9009907)",4.9011017,52.3731261
7968,Link 25441,25441,2019,Kloveniersburgwal,1383,72,58,30,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8991733 52.3717755,4.8994808 52.3721554)","LINESTRING(52.3717755 4.8991733,52.3721554 4.8994808)",4.89932705,52.37196545
7976,Link 25442,25442,2019,Nieuwmarkt,1383,72,58,30,2,1,1,1,1,0,0,0,0,0,0,0,"LINESTRING(4.8994808 52.3721554,4.8995388 52.3722177,4.8996707 52.3722772)","LINESTRING(52.3721554 4.8994808,52.3722177 4.8995388,52.3722772 4.8996707)",4.89957575,52.3722163
7984,Link 25459,25459,2019,Kloveniersburgwal,846,45,36,18,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8996474 52.3716477,4.898969 52.3709318)","LINESTRING(52.3716477 4.8996474,52.3709318 4.898969)",4.8993082,52.37128975
7992,Link 25484,25484,2019,Geldersekade,2353,125,100,51,2,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9016878 52.3742794,4.9018499 52.3746092)","LINESTRING(52.3742794 4.9016878,52.3746092 4.9018499)",4.90176885,52.3744443
8000,Link 25514,25514,2019,Amsterdam Centraal - Amsterdam Muiderpoort,4978,258,206,105,7,2,2,5,2,1,0,0,6,1,1,1,"LINESTRING(4.8959418 52.3778235,4.8958187 52.3777932)","LINESTRING(52.3778235 4.8959418,52.3777932 4.8958187)",4.89588025,52.37780835
8008,Link 25540,25540,2019,Prins Hendrikkade,6224,310,247,127,18,6,4,12,6,3,0,0,6,2,1,1,"LINESTRING(4.8991438 52.376722,4.899198 52.3767388,4.8995826 52.3767626)","LINESTRING(52.376722 4.8991438,52.3767388 4.899198,52.3767626 4.8995826)",4.8993632,52.3767423
8016,Link 25560,25560,2019,Prins Hendrikkade,6224,310,247,127,18,6,4,12,6,3,0,0,6,2,1,1,"LINESTRING(4.9013769 52.3769095,4.9020417 52.3769412)","LINESTRING(52.3769095 4.9013769,52.3769412 4.9020417)",4.9017093,52.37692535
8024,Link 25569,25569,2019,Damrak,7417,370,296,151,21,8,5,15,7,3,0,0,4,2,2,1,"LINESTRING(4.8965551 52.3757302,4.8966971 52.3758316)","LINESTRING(52.3757302 4.8965551,52.3758316 4.8966971)",4.8966261,52.3757809
8032,Link 25587,25587,2019,Hekelveld,3844,196,157,80,7,2,2,5,2,1,0,0,6,1,1,0,"LINESTRING(4.8954671 52.3775881,4.8955581 52.3776705,4.8958187 52.3777932)","LINESTRING(52.3775881 4.8954671,52.3776705 4.8955581,52.3777932 4.8958187)",4.8956429,52.37769065
8040,Link 25588,25588,2019,Hekelveld,1133,61,49,25,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8953419 52.3776724,4.8958187 52.3777932)","LINESTRING(52.3776724 4.8953419,52.3777932 4.8958187)",4.8955803,52.3777328
8048,Link 25599,25599,2019,Droogbak,14387,721,576,294,16,6,4,12,5,2,37,27,13,4,3,2,"LINESTRING(4.8963606 52.3814431,4.8962176 52.3813183,4.8960947 52.3809381,4.8960133 52.3808057,4.8955264 52.3803249,4.8952754 52.3801078)","LINESTRING(52.3814431 4.8963606,52.3813183 4.8962176,52.3809381 4.8960947,52.3808057 4.8960133,52.3803249 4.8955264,52.3801078 4.8952754)",4.895818,52.38077545
8056,Link 25626,25626,2019,Distelweg,981,55,34,10,4,2,1,3,1,1,0,0,0,0,0,0,"LINESTRING(4.9021471 52.3939551,4.9005915 52.3945679,4.9001687 52.3947122)","LINESTRING(52.3939551 4.9021471,52.3945679 4.9005915,52.3947122 4.9001687)",4.9011579,52.39433365
8064,Link 25631,25631,2019,Papaverweg,1334,82,50,15,1,1,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9007816 52.3986671,4.9009877 52.398632,4.9013266 52.3985435,4.9018431 52.3983389,4.9021388 52.3981693)","LINESTRING(52.3986671 4.9007816,52.398632 4.9009877,52.3985435 4.9013266,52.3983389 4.9018431,52.3981693 4.9021388)",4.9014602,52.3984182
8072,Link 25633,25633,2019,Laan van Vlaanderen,2960,166,101,40,7,2,2,8,2,3,0,0,1,1,1,0,"LINESTRING(4.8059854 52.346076,4.8058588 52.3462546,4.8054534 52.3470531,4.8053182 52.3472729)","LINESTRING(52.346076 4.8059854,52.3462546 4.8058588,52.3470531 4.8054534,52.3472729 4.8053182)",4.8056518,52.34667445
8080,Link 25634,25634,2019,Klaprozenweg,18143,1067,650,198,23,9,5,20,6,3,31,23,7,5,3,1,"LINESTRING(4.9021366 52.4005623,4.9029198 52.4002037)","LINESTRING(52.4005623 4.9021366,52.4002037 4.9029198)",4.9025282,52.400383
8088,Link 25635,25635,2019,Papaverweg,1334,82,50,15,1,1,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9052923 52.3969927,4.9021388 52.3981693)","LINESTRING(52.3969927 4.9052923,52.3981693 4.9021388)",4.90371555,52.397581
8096,Link 25637,25637,2019,Klaprozenweg,18143,1067,650,198,23,9,5,20,6,3,31,23,7,5,3,1,"LINESTRING(4.9021366 52.4005623,4.9016121 52.4008152)","LINESTRING(52.4005623 4.9021366,52.4008152 4.9016121)",4.90187435,52.40068875
8104,Link 25659,25659,2019,Scheepsbouwweg,2644,145,88,27,1,1,0,1,1,0,18,14,4,1,1,0,"LINESTRING(4.8991077 52.4053538,4.8993757 52.4059778)","LINESTRING(52.4053538 4.8991077,52.4059778 4.8993757)",4.8992417,52.4056658
8112,Link 25660,25660,2019,Scheepsbouwweg,2644,145,88,27,1,1,0,1,1,0,18,14,4,1,1,0,"LINESTRING(4.8991077 52.4053538,4.8990164 52.4051318)","LINESTRING(52.4053538 4.8991077,52.4051318 4.8990164)",4.89906205,52.4052428
8120,Link 25661,25661,2019,Scheepsbouwweg,2654,145,88,27,1,1,0,1,1,0,18,14,4,1,1,0,"LINESTRING(4.8984386 52.4046163,4.8989336 52.4050317,4.8990164 52.4051318)","LINESTRING(52.4046163 4.8984386,52.4050317 4.8989336,52.4051318 4.8990164)",4.8987275,52.40487405
8128,Link 25663,25663,2019,Scheepsbouwweg,3095,167,102,31,5,2,1,4,2,1,18,14,4,1,1,0,"LINESTRING(4.8977053 52.4040316,4.8975235 52.4038766)","LINESTRING(52.4040316 4.8977053,52.4038766 4.8975235)",4.8976144,52.4039541
8136,Link 25671,25671,2019,Atatürk,4282,213,130,40,5,2,1,5,2,1,44,33,10,1,1,0,"LINESTRING(4.8981876 52.4035069,4.8976147 52.4030532,4.8973881 52.402847)","LINESTRING(52.4035069 4.8981876,52.4030532 4.8976147,52.402847 4.8973881)",4.89778785,52.40317695
8144,Link 25712,25712,2019,Werktuigstraat,2124,113,69,21,1,0,0,1,0,0,18,14,4,1,1,0,"LINESTRING(4.8993023 52.4082081,4.9000247 52.4080844,4.9001979 52.4080264,4.9002259 52.4079962,4.9002253 52.4079597)","LINESTRING(52.4082081 4.8993023,52.4080844 4.9000247,52.4080264 4.9001979,52.4079962 4.9002259,52.4079597 4.9002253)",4.8997641,52.4080839
8152,Link 25715,25715,2019,Werktuigstraat,2100,112,68,21,1,0,0,1,0,0,18,14,4,1,1,0,"LINESTRING(4.8960815 52.4087445,4.8972758 52.4085407)","LINESTRING(52.4087445 4.8960815,52.4085407 4.8972758)",4.89667865,52.4086426
8160,Link 25724,25724,2019,Pomonastraat,5077,306,186,57,4,2,1,3,1,0,7,5,1,2,1,0,"LINESTRING(4.894993 52.409314,4.8952739 52.4099466)","LINESTRING(52.409314 4.894993,52.4099466 4.8952739)",4.89513345,52.4096303
8168,Link 25783,25783,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.897614 52.4119133,4.8979599 52.4121897)","LINESTRING(52.4119133 4.897614,52.4121897 4.8979599)",4.89778695,52.4120515
8176,Link 25784,25784,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.897614 52.4119133,4.897414 52.4117592)","LINESTRING(52.4119133 4.897614,52.4117592 4.897414)",4.897514,52.41183625
8184,Link 25785,25785,2019,Pomonastraat,5546,334,203,62,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.899007 52.41304,4.8992839 52.4132569,4.8993274 52.413311,4.8993848 52.413437,4.899368 52.4135336)","LINESTRING(52.41304 4.899007,52.4132569 4.8992839,52.413311 4.8993274,52.413437 4.8993848,52.4135336 4.899368)",4.8991959,52.4132868
8192,Link 25786,25786,2019,Prinsengracht,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8917988 52.3623375,4.8882113 52.3628078,4.8881314 52.3628372)","LINESTRING(52.3623375 4.8917988,52.3628078 4.8882113,52.3628372 4.8881314)",4.8899651,52.36258735
8200,Link 25787,25787,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.898482 52.4126019,4.8983459 52.4124924)","LINESTRING(52.4126019 4.898482,52.4124924 4.8983459)",4.89841395,52.41254715
8208,Link 25789,25789,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.8979599 52.4121897,4.8983459 52.4124924)","LINESTRING(52.4121897 4.8979599,52.4124924 4.8983459)",4.8981529,52.41234105
8216,Link 25795,25795,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.89636 52.4109234,4.8962144 52.4108057)","LINESTRING(52.4109234 4.89636,52.4108057 4.8962144)",4.8962872,52.41086455
8224,Link 25796,25796,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.8960513 52.4106972,4.8962144 52.4108057)","LINESTRING(52.4106972 4.8960513,52.4108057 4.8962144)",4.89613285,52.41075145
8232,Link 25828,25828,2019,Beemsterstraat,1167,71,44,13,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9515776 52.3973692,4.9514481 52.3971839)","LINESTRING(52.3973692 4.9515776,52.3971839 4.9514481)",4.95151285,52.39727655
8240,Link 25857,25857,2019,Oostzanerdijk,280,17,11,3,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8966656 52.4162367,4.8963581 52.4161972,4.8960573 52.4161948,4.8956615 52.416098,4.8953552 52.416047,4.895071 52.4159616)","LINESTRING(52.4162367 4.8966656,52.4161972 4.8963581,52.4161948 4.8960573,52.416098 4.8956615,52.416047 4.8953552,52.4159616 4.895071)",4.8958683,52.41609915
8248,Link 25858,25858,2019,Adriaan Loosjesstraat,3608,223,136,41,2,1,0,2,1,0,0,0,0,1,1,0,"LINESTRING(4.8954061 52.4191963,4.8963659 52.4194081)","LINESTRING(52.4191963 4.8954061,52.4194081 4.8963659)",4.895886,52.4193022
8256,Link 25859,25859,2019,Landsmeerderdijk,520,32,20,6,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8990087 52.415587,4.8992865 52.4154145,4.8996572 52.4150017,4.9001711 52.4142991,4.9003092 52.4141402,4.9019529 52.4130041,4.9021678 52.4129289,4.9031464 52.4120877,4.9032964 52.4119162,4.9037901 52.4116213,4.9040571 52.4114202,4.9045836 52.4111305,4.9062925 52.410253,4.9068357 52.4100552)","LINESTRING(52.415587 4.8990087,52.4154145 4.8992865,52.4150017 4.8996572,52.4142991 4.9001711,52.4141402 4.9003092,52.4130041 4.9019529,52.4129289 4.9021678,52.4120877 4.9031464,52.4119162 4.9032964,52.4116213 4.9037901,52.4114202 4.9040571,52.4111305 4.9045836,52.410253 4.9062925,52.4100552 4.9068357)",4.9029222,52.4128211
8264,Link 25860,25860,2019,Landsmeerderdijk,474,30,18,6,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8990087 52.415587,4.8986703 52.415852,4.8983455 52.4160651)","LINESTRING(52.415587 4.8990087,52.415852 4.8986703,52.4160651 4.8983455)",4.8986771,52.41582605
8272,Link 25861,25861,2019,Landsmeerderdijk,474,29,18,6,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8980366 52.4161992,4.8981848 52.4161461,4.8983455 52.4160651)","LINESTRING(52.4161992 4.8980366,52.4161461 4.8981848,52.4160651 4.8983455)",4.89819105,52.41613215
8280,Link 25862,25862,2019,Appelweg,5546,334,203,62,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.8958287 52.4154811,4.8963088 52.415141,4.8978579 52.4146171,4.8980794 52.4145191,4.8988944 52.4139293,4.8993094 52.4136075,4.899368 52.4135336)","LINESTRING(52.4154811 4.8958287,52.415141 4.8963088,52.4146171 4.8978579,52.4145191 4.8980794,52.4139293 4.8988944,52.4136075 4.8993094,52.4135336 4.899368)",4.89759835,52.41450735
8288,Link 25863,25863,2019,Appelweg,5546,334,203,62,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.8958287 52.4154811,4.8952492 52.4158342)","LINESTRING(52.4154811 4.8958287,52.4158342 4.8952492)",4.89553895,52.41565765
